ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,POB20,EDU28,EDU31,P15mas.con.primaria.incompleta,P15mas.con.secundaria.completa,P15mas.con.secundaria.incompleta,P15mas.con.primaria.completa,P18mas.con.post,VIV2,VIV5_R,VIV6.complemento,VIV6,VIV14,VIV15,VIV16,VIV17,VIV19,VIV26
5,Coahuila de Zaragoza,35,Torreón,178,La Partida,2804,124,147,489,822,209,463,615,988,1.04,973,15,983,4,972,15,939,935
4,Campeche,3,Carmen,3445,La Pasión,11,0,0,1,2,0,4,4,4,1.25,4,0,4,0,0,4,4,3
7,Chiapas,41,La Independencia,41,La Patria,1196,88,83,437,88,16,562,7,385,1.08,314,71,381,4,381,4,382,152
2,Baja California,3,Tecate,73,La Paz,26,0,1,0,6,0,4,12,10,0.73,10,0,7,3,0,10,10,7
2,Baja California,3,Tecate,90,La Paz,7,0,0,3,0,0,4,0,4,1.38,4,0,4,0,0,4,4,1
3,Baja California Sur,3,La Paz,1,La Paz,158019,2786,3711,9648,31397,8649,16287,81637,60929,0.9,59454,1307,60311,549,58912,1877,60511,58611
4,Campeche,2,Campeche,256,La Paz,17,0,0,2,5,1,3,5,4,1,3,1,4,0,0,4,4,4
5,Coahuila de Zaragoza,11,General Cepeda,49,La Paz,113,5,6,25,63,3,14,2,48,1.06,47,1,46,2,46,2,45,42
5,Coahuila de Zaragoza,35,Torreón,180,La Paz,1777,59,55,233,538,104,461,318,623,1.05,609,13,618,4,609,13,600,596
7,Chiapas,8,Angel Albino Corzo,141,La Paz,296,67,63,97,37,32,62,4,94,2.08,58,35,86,8,84,10,79,36
7,Chiapas,9,Arriaga,585,La Paz,13,4,3,3,3,1,1,2,5,1.33,3,2,5,0,0,5,5,3
7,Chiapas,32,Escuintla,84,La Paz,11,3,2,7,2,0,0,0,6,1.23,6,0,6,0,5,0,5,1
4,Campeche,11,Candelaria,418,La Pelusa,41,9,11,12,6,3,5,3,11,2.48,6,2,8,3,11,0,5,5
7,Chiapas,62,Ostuacán,59,La Peña 1ra. Sección,68,8,18,20,8,2,10,7,24,1.56,22,2,24,0,1,23,22,17
7,Chiapas,62,Ostuacán,60,La Peña 2da. Sección,110,17,26,34,8,9,20,11,34,1.64,34,0,34,0,0,34,31,28
7,Chiapas,62,Ostuacán,65,La Peña 3ra. Sección,35,13,15,6,2,0,12,0,12,2.04,4,8,12,0,0,12,7,6
7,Chiapas,42,Ixhuatán,14,La Peñita,34,7,7,11,3,3,6,3,13,1.5,12,1,12,1,9,4,13,5
5,Coahuila de Zaragoza,33,San Pedro,52,La Pentalfa,9,2,1,4,1,2,0,0,3,1.44,3,0,3,0,3,0,1,2
4,Campeche,11,Candelaria,811,La Peregrina,76,21,20,21,9,4,18,3,33,3.04,0,33,0,33,0,33,14,0
5,Coahuila de Zaragoza,35,Torreón,182,La Perla,1080,53,65,220,298,81,267,115,402,1.08,390,12,399,3,390,12,385,358
7,Chiapas,20,La Concordia,295,La Perla,16,11,11,1,3,0,1,0,6,2.69,4,2,5,1,0,6,4,2
7,Chiapas,4,Altamirano,325,La Perla de Jalal,46,10,7,12,4,5,18,0,17,1.84,17,0,1,16,0,17,13,0
6,Colima,9,Tecomán,212,La Perla del Pacífico,11,3,4,3,1,1,1,1,7,2.22,6,0,5,1,5,0,5,1
7,Chiapas,51,Mapastepec,35,La Permuta,170,37,35,62,19,14,30,9,66,1.63,58,8,55,11,0,65,63,32
7,Chiapas,69,Pijijiapan,473,La Piaña,80,22,22,18,18,4,10,6,29,1.59,23,6,29,0,0,29,27,22
1,Aguascalientes,10,El Llano,62,La Piedad,7,0,0,1,4,0,1,1,3,1.2,3,0,3,0,3,0,3,3
7,Chiapas,30,Chicomuselo,49,La Piedad,161,28,30,68,5,3,55,0,47,1.51,19,28,46,1,30,17,45,9
7,Chiapas,52,Las Margaritas,89,La Piedad,355,107,90,78,69,12,101,5,94,2.88,75,17,86,7,0,91,92,2
7,Chiapas,40,Huixtla,136,La Piedra,115,38,27,37,21,4,23,3,38,1.73,26,12,32,6,0,38,33,10
7,Chiapas,40,Huixtla,400,La Piedra de Huixtla,57,9,8,11,10,3,13,11,22,2,21,1,21,1,0,22,21,15
6,Colima,3,Comala,62,La Piedra Rajada (La Aguacatera),5,0,0,1,0,0,4,0,3,1.38,1,2,2,1,3,0,3,1
7,Chiapas,31,Chilón,742,La Piedrecita,23,6,7,5,8,1,2,0,6,3,3,3,6,0,0,6,4,0
6,Colima,7,Manzanillo,108,La Piedrera (La Báscula),6,0,0,2,2,1,0,1,3,1.14,3,0,3,0,0,3,3,3
3,Baja California Sur,3,La Paz,2211,La Piedrita,15,5,5,1,2,1,3,2,5,2.18,4,1,5,0,0,5,4,0
5,Coahuila de Zaragoza,27,Ramos Arizpe,332,La Pila,8,4,4,3,0,0,1,0,3,2.75,0,3,3,0,0,3,3,3
3,Baja California Sur,1,Comondú,1881,La Pila [Club Campestre],11,0,1,1,2,0,0,6,3,1.14,2,1,3,0,1,2,3,3
5,Coahuila de Zaragoza,2,Acuña,112,La Pileta,9,0,1,5,1,0,1,0,6,1.1,5,1,6,0,2,4,5,6
7,Chiapas,31,Chilón,459,La Pimienta,205,80,83,19,48,12,25,13,60,2.91,43,15,44,14,56,2,57,3
7,Chiapas,61,Ocozocoautla de Espinosa,1402,La Pimienta,13,6,5,3,3,0,2,0,3,6.67,0,3,0,3,0,3,0,0
6,Colima,7,Manzanillo,351,La Piña,8,2,2,3,0,1,2,0,3,1.5,2,1,2,1,2,1,1,1
7,Chiapas,36,La Grandeza,3,La Pinada,258,37,13,92,28,11,107,4,73,2.39,68,4,67,5,52,20,72,16
7,Chiapas,11,Bella Vista,74,La Pinadita,40,4,2,11,13,1,12,1,11,2.13,5,6,11,0,0,11,9,4
5,Coahuila de Zaragoza,9,Francisco I. Madero,38,La Pinta,830,59,44,166,264,51,142,138,284,1.17,277,5,277,6,266,16,260,252
7,Chiapas,30,Chicomuselo,55,La Pinta,82,11,10,39,5,2,16,10,30,1.27,28,2,30,0,30,0,30,22
3,Baja California Sur,2,Mulegé,890,La Pinta [Hotel],6,0,0,0,1,1,1,3,3,1.5,3,0,3,0,3,0,3,3
7,Chiapas,61,Ocozocoautla de Espinosa,1404,La Piñuela,19,6,7,7,1,0,4,0,8,2.1,8,0,8,0,7,1,8,6
7,Chiapas,13,Bochil,173,La Pitahaya,48,19,19,7,2,5,13,2,19,2.44,9,10,15,4,18,1,19,1
5,Coahuila de Zaragoza,4,Arteaga,243,La Placeta (La Placeta de los Árboles),7,2,1,2,0,1,3,0,3,1.2,3,0,0,3,2,1,2,0
3,Baja California Sur,8,Los Cabos,198,La Playa,998,19,27,129,270,51,140,335,383,1.1,362,10,373,1,286,86,367,361
7,Chiapas,6,Amatenango de la Frontera,146,La Playa,63,11,8,19,9,2,20,4,19,1.42,13,5,18,1,0,19,16,15
7,Chiapas,51,Mapastepec,37,La Playa,99,24,22,37,15,5,10,8,41,1.95,38,3,38,3,1,40,38,24
6,Colima,8,Minatitlán,27,La Playa (La Playita),86,12,9,22,22,7,19,5,37,1.24,33,4,32,5,36,1,36,25
7,Chiapas,59,Ocosingo,1737,La Pomarrosa el Chorro,61,17,13,19,7,7,10,5,18,2.47,12,6,17,1,17,1,16,1
2,Baja California,5,Playas de Rosarito,134,La Ponderosa,5,0,0,2,0,1,2,0,3,2.33,2,0,2,0,1,1,2,2
7,Chiapas,65,Palenque,164,La Ponderosa,14,5,5,4,2,0,0,3,6,2,6,0,6,0,2,4,5,5
5,Coahuila de Zaragoza,27,Ramos Arizpe,73,La Popa,38,0,0,16,10,3,9,0,13,1.11,11,2,3,9,10,2,12,3
5,Coahuila de Zaragoza,14,Jiménez,16,La Potasa,165,7,10,31,52,8,33,21,62,1.05,62,0,62,0,62,0,43,62
5,Coahuila de Zaragoza,14,Jiménez,17,La Potasa (La Mota),12,2,2,2,2,1,1,1,4,1.07,4,0,3,1,4,0,2,3
3,Baja California Sur,1,Comondú,224,La Poza Grande,321,6,9,49,89,19,83,58,119,0.99,106,8,109,7,112,4,114,106
7,Chiapas,3,Acapetahua,101,La Pozona,62,12,13,16,14,1,10,8,28,1.69,17,11,28,0,0,28,18,21
5,Coahuila de Zaragoza,4,Arteaga,226,La Presa,123,19,14,38,24,7,40,0,49,1.56,43,6,49,0,48,1,37,30
5,Coahuila de Zaragoza,24,Parras,71,La Presa,110,11,9,17,21,2,39,13,36,1.18,36,0,36,0,36,0,25,30
6,Colima,6,Ixtlahuacán,30,La Presa (Barranca del Rebozo),347,49,49,86,79,25,60,44,138,1.15,134,4,136,2,129,9,133,126
5,Coahuila de Zaragoza,36,Viesca,79,La Presa de Yenti,61,6,6,16,14,5,11,7,22,1.23,20,2,20,2,22,0,19,17
5,Coahuila de Zaragoza,4,Arteaga,824,La Presita (La Pompeya),9,0,0,2,3,0,0,4,3,1.5,3,0,3,0,3,0,3,0
1,Aguascalientes,3,Calvillo,72,La Primavera,24,7,10,4,1,1,6,1,8,1,7,1,8,0,8,0,6,7
1,Aguascalientes,5,Jesús María,352,La Primavera,204,12,15,38,50,17,50,27,76,1.24,75,1,76,0,75,1,74,69
1,Aguascalientes,10,El Llano,67,La Primavera,9,4,4,2,1,2,0,0,3,1,3,0,3,0,3,0,3,2
7,Chiapas,15,Cacahoatán,67,La Primavera,12,4,5,2,0,1,1,3,4,2,3,1,4,0,0,4,3,2
7,Chiapas,15,Cacahoatán,196,La Primavera,37,10,7,8,4,4,14,0,14,6.36,14,0,14,0,14,0,14,5
7,Chiapas,27,Chiapa de Corzo,306,La Primavera,15,1,1,3,5,0,3,3,5,1.75,5,0,5,0,0,5,3,4
7,Chiapas,31,Chilón,275,La Primavera,15,0,2,2,1,2,6,2,6,1.63,2,4,4,2,6,0,3,0
7,Chiapas,41,La Independencia,43,La Primavera,164,22,26,66,23,2,46,1,49,1.22,40,9,49,0,47,2,46,14
7,Chiapas,65,Palenque,95,La Primavera,35,8,12,6,6,1,8,2,13,1.5,11,2,10,3,2,11,11,7
7,Chiapas,65,Palenque,818,La Primavera,14,5,4,9,0,1,0,0,3,1.5,2,1,3,0,0,3,3,2
3,Baja California Sur,3,La Paz,223,La Primer Agua,15,2,5,4,3,0,3,0,6,0.73,6,0,6,0,0,6,6,1
1,Aguascalientes,1,Aguascalientes,1035,La Providencia,83,6,8,11,28,3,16,15,27,1.21,26,1,22,5,13,14,27,20
1,Aguascalientes,11,San Francisco de los Romo,51,La Providencia,190,18,21,51,43,13,34,24,63,1.02,62,0,62,0,62,0,62,52
2,Baja California,1,Ensenada,1065,La Providencia,757,180,163,226,95,49,156,58,302,1.81,274,24,278,21,193,106,299,114
2,Baja California,4,Tijuana,270,La Providencia,11,1,1,0,0,2,7,1,4,1.13,4,0,4,0,0,4,4,3
4,Campeche,4,Champotón,1764,La Providencia,60,17,11,17,12,12,8,0,20,1.5,18,2,18,2,19,1,15,9
7,Chiapas,2,Acala,316,La Providencia,17,1,1,4,4,0,2,5,4,1.53,4,0,4,0,4,0,4,4
7,Chiapas,20,La Concordia,466,La Providencia,13,9,9,2,0,2,0,0,3,2.29,1,2,3,0,0,3,1,2
7,Chiapas,21,Copainalá,39,La Providencia,159,40,41,55,20,8,31,3,60,1.87,44,16,47,13,49,11,52,8
7,Chiapas,31,Chilón,383,La Providencia,58,40,43,5,3,4,3,0,21,2.95,10,10,13,8,20,1,2,0
7,Chiapas,32,Escuintla,317,La Providencia,9,3,3,0,1,0,2,3,4,0.77,4,0,4,0,0,4,3,2
7,Chiapas,43,Ixtacomitán,62,La Providencia,66,18,15,14,14,1,10,8,24,1.57,19,5,24,0,23,1,23,3
7,Chiapas,64,Oxchuc,167,La Providencia,16,2,1,5,2,4,4,0,5,2.8,5,0,5,0,0,5,4,0
7,Chiapas,65,Palenque,97,La Providencia,8,6,6,1,0,0,1,0,2,6,1,1,0,2,0,2,0,0
7,Chiapas,66,Pantelhó,64,La Providencia,129,54,53,27,7,4,33,5,42,2.63,37,5,41,0,25,17,42,2
1,Aguascalientes,1,Aguascalientes,2435,La Providencia de Arriba,16,0,0,1,9,1,2,2,7,0.9,7,0,7,0,7,0,7,7
5,Coahuila de Zaragoza,11,General Cepeda,56,La Puerta,48,3,2,19,15,0,4,8,17,1.03,17,0,16,1,15,2,13,14
7,Chiapas,59,Ocosingo,881,La Puerta,38,11,13,10,2,3,6,2,12,2.44,12,0,10,2,11,1,12,2
5,Coahuila de Zaragoza,30,Saltillo,181,La Puerta (Anexo San Miguel del Banco),36,2,6,8,7,1,14,0,18,0.89,17,1,18,0,0,18,15,12
1,Aguascalientes,1,Aguascalientes,340,La Puerta (Granjas Cariñán),24,0,0,4,1,0,6,11,8,1.35,8,0,8,0,8,0,8,7
1,Aguascalientes,9,Tepezalá,144,La Puerta de Carboneras,23,3,2,6,7,1,3,4,7,1.28,7,0,7,0,7,0,7,7
3,Baja California Sur,8,Los Cabos,913,La Puerta de Hierro,68,0,0,0,4,0,0,59,34,0.57,34,0,34,0,34,0,34,33
1,Aguascalientes,5,Jesús María,353,La Puerta del Chaveñal,9,0,0,1,4,0,1,2,3,1.44,3,0,3,0,3,0,3,3
3,Baja California Sur,8,Los Cabos,1245,La Puerta del Mar,23,0,0,0,0,1,3,19,9,0.66,9,0,9,0,9,0,9,9
1,Aguascalientes,4,Cosío,26,La Punta,1552,72,73,249,513,75,227,344,549,1.16,541,7,531,16,539,9,522,449
7,Chiapas,6,Amatenango de la Frontera,46,La Pureza,115,25,11,44,23,3,32,1,37,1.26,25,12,35,2,32,5,34,27
2,Baja California,1,Ensenada,3985,La Purísima,10,0,0,0,2,0,1,5,3,1,3,0,3,0,3,0,3,3
2,Baja California,4,Tijuana,218,La Purísima,5,0,0,0,1,3,0,1,5,0.56,4,0,4,0,0,4,4,2
3,Baja California Sur,1,Comondú,244,La Purísima,311,38,32,84,64,9,70,42,131,0.85,118,13,123,8,125,6,123,107
5,Coahuila de Zaragoza,30,Saltillo,333,La Purísima,68,14,10,25,10,2,14,6,25,0.91,25,0,25,0,25,0,24,18
5,Coahuila de Zaragoza,4,Arteaga,92,La Purísima (Las Golondrinas),6,0,0,4,0,0,2,0,3,1.33,2,1,3,0,0,3,2,3
3,Baja California Sur,8,Los Cabos,1248,La Querencia,19,0,1,0,3,0,1,14,8,0.56,8,0,8,0,8,0,8,8
2,Baja California,2,Mexicali,1319,La Quince (Ejido Tepic),18,1,2,3,6,0,6,1,6,1.21,5,0,5,0,5,0,5,5
3,Baja California Sur,2,Mulegé,1300,La Quinta,6,2,3,1,0,1,1,0,3,1,1,2,3,0,3,0,2,1
3,Baja California Sur,1,Comondú,630,La Ramadita,11,5,5,2,0,0,3,0,3,1.5,0,3,0,3,0,3,2,0
3,Baja California Sur,2,Mulegé,768,La Ramadita,10,1,1,5,1,0,3,0,6,1.67,2,3,0,5,0,5,4,0
7,Chiapas,31,Chilón,381,La Raya el Limón,97,49,52,15,2,3,24,1,30,2,12,18,26,4,23,6,7,3
7,Chiapas,43,Ixtacomitán,127,La Realidad,28,3,3,11,5,1,5,2,7,2,6,1,0,7,2,5,7,0
7,Chiapas,52,Las Margaritas,95,La Realidad Trinidad,233,87,64,139,3,1,25,1,52,2.29,31,21,1,51,52,0,52,0
7,Chiapas,27,Chiapa de Corzo,195,La Reforma,10,2,3,1,1,0,2,3,3,1.09,3,0,3,0,3,0,3,2
7,Chiapas,34,Frontera Comalapa,64,La Reforma,365,31,23,112,111,26,67,23,118,1.54,113,4,118,0,93,24,118,87
7,Chiapas,57,Motozintla,234,La Reforma,121,20,18,41,26,9,24,2,38,2.01,24,14,35,1,23,15,25,12
7,Chiapas,59,Ocosingo,345,La Reforma,420,169,95,157,38,47,73,8,134,2.53,80,54,132,2,130,4,130,16
7,Chiapas,61,Ocozocoautla de Espinosa,149,La Reforma,21,10,9,2,0,0,9,1,7,1.27,7,0,7,0,7,0,7,6
7,Chiapas,65,Palenque,610,La Reforma de Ocampo,416,57,51,93,83,25,67,73,133,1.66,117,14,129,2,128,1,130,89
7,Chiapas,29,Chicoasén,15,La Represa,97,10,10,25,25,11,16,7,32,2.05,27,5,31,1,22,10,29,19
5,Coahuila de Zaragoza,24,Parras,76,La Requena (La Requena de Fátima),35,1,2,6,15,1,11,0,18,1,17,1,18,0,3,15,12,16
7,Chiapas,65,Palenque,1144,La Revolución,80,24,19,29,7,5,13,5,23,1.82,18,5,22,1,23,0,21,7
7,Chiapas,65,Palenque,1416,La Revolución,49,26,22,15,4,1,6,1,18,5.26,1,17,6,12,0,18,2,0
7,Chiapas,61,Ocozocoautla de Espinosa,786,La Reyna,6,6,6,0,0,0,0,0,3,1.5,0,3,0,3,0,3,0,0
3,Baja California Sur,8,Los Cabos,217,La Ribera,1491,41,46,165,321,126,360,434,565,1.07,538,14,540,12,527,24,546,516
1,Aguascalientes,3,Calvillo,74,La Rinconada,332,13,29,56,96,14,87,38,119,1.17,116,2,116,2,117,1,117,111
1,Aguascalientes,5,Jesús María,82,La Rinconada,116,2,4,17,28,11,34,19,31,1.3,31,0,31,0,24,7,28,27
7,Chiapas,6,Amatenango de la Frontera,49,La Rinconada,246,83,64,84,20,17,56,2,80,2.06,55,24,71,9,80,0,74,23
7,Chiapas,11,Bella Vista,15,La Rinconada,698,67,44,204,157,19,124,116,209,1.32,190,16,204,5,187,22,197,85
1,Aguascalientes,1,Aguascalientes,1077,La Rinconada (La Escondida),20,0,0,5,5,1,4,2,5,1,5,0,5,0,5,0,3,5
7,Chiapas,15,Cacahoatán,40,La Rioja,7,2,0,3,0,0,3,1,3,1.22,2,1,2,1,0,3,3,2
7,Chiapas,59,Ocosingo,824,La Rivera,16,6,7,4,2,0,3,0,4,1.82,4,0,0,4,0,4,2,0
7,Chiapas,59,Ocosingo,2742,La Rivera,17,6,5,5,2,0,5,0,4,1.62,4,0,0,4,3,1,4,0
5,Coahuila de Zaragoza,12,Guerrero,73,La Rodaja,4,1,0,2,1,0,1,0,3,0.86,3,0,3,0,3,0,3,3
5,Coahuila de Zaragoza,11,General Cepeda,59,La Rosa,247,10,10,45,103,12,56,19,99,0.98,99,0,99,0,95,4,83,85
6,Colima,7,Manzanillo,74,La Rosa de San José de Lúmber,22,3,3,8,5,0,5,1,10,1.67,7,3,10,0,10,0,7,9
2,Baja California,2,Mexicali,553,La Rosita,21,0,2,4,12,0,2,0,8,1.14,6,2,8,0,2,6,7,7
5,Coahuila de Zaragoza,4,Arteaga,104,La Rosita,51,7,3,19,11,2,12,4,19,1.54,18,1,19,0,19,0,19,15
5,Coahuila de Zaragoza,23,Ocampo,94,La Rosita,166,10,10,39,51,7,51,7,67,1.2,64,3,63,4,64,3,58,10
5,Coahuila de Zaragoza,36,Viesca,30,La Rosita,343,20,21,50,102,13,103,42,136,1.15,132,4,135,1,126,10,123,113
7,Chiapas,65,Palenque,1146,La Rueda,33,4,5,12,8,1,5,2,13,1.42,13,0,11,2,0,13,8,9
2,Baja California,3,Tecate,107,La Rumorosa,1347,56,95,214,339,125,257,276,561,0.92,524,12,523,15,348,188,522,478
1,Aguascalientes,6,Pabellón de Arteaga,215,La Sabina,5,2,0,4,1,0,0,0,3,1.17,2,1,3,0,2,1,2,1
5,Coahuila de Zaragoza,23,Ocampo,320,La Sabina,98,9,12,21,21,7,25,12,37,1.41,23,14,24,13,23,14,29,19
7,Chiapas,34,Frontera Comalapa,118,La Sabinada,356,86,70,125,51,24,53,24,117,1.64,94,22,111,6,32,85,96,78
5,Coahuila de Zaragoza,35,Torreón,190,La Sagra,19,1,0,6,2,1,9,1,8,2.06,8,0,8,0,8,0,3,6
6,Colima,9,Tecomán,123,La Salada,48,9,4,20,13,2,4,4,21,1.27,20,1,19,2,19,2,20,17
5,Coahuila de Zaragoza,23,Ocampo,96,La Salada (La Salada Grande),7,0,0,1,2,0,2,2,3,1,3,0,3,0,3,0,3,2
2,Baja California,1,Ensenada,2157,La Salina,11,0,0,3,0,0,0,7,6,0.71,5,0,5,0,4,0,4,5
3,Baja California Sur,2,Mulegé,1404,La Salina,6,0,2,0,2,0,1,1,3,1.57,2,0,1,1,2,0,2,1
4,Campeche,6,Hopelchén,868,La Selva,10,0,0,0,10,0,0,0,5,1.06,5,0,5,0,0,5,4,5
7,Chiapas,20,La Concordia,388,La Selva,13,2,2,2,3,0,3,3,5,1.36,5,0,4,1,5,0,2,4
7,Chiapas,59,Ocosingo,1661,La Selva,14,9,6,5,1,0,2,0,4,1.54,2,2,3,1,4,0,4,0
7,Chiapas,61,Ocozocoautla de Espinosa,971,La Selva,13,7,7,2,0,0,2,1,5,1.39,3,2,5,0,5,0,5,2
7,Chiapas,59,Ocosingo,655,La Selva (San Andrés),142,56,49,31,7,16,36,2,41,2.38,39,2,38,3,2,39,21,6
6,Colima,4,Coquimatlán,23,La Sidra,162,19,13,41,33,2,48,16,58,1.19,58,0,58,0,56,2,57,55
6,Colima,10,Villa de Álvarez,95,La Sidra,7,0,1,0,2,0,1,2,3,1.67,3,0,2,1,0,3,3,1
7,Chiapas,46,Jiquipilas,118,La Sierra,68,14,16,24,9,4,9,5,22,1.15,21,1,22,0,0,22,20,16
5,Coahuila de Zaragoza,36,Viesca,61,La Siete (Laguna Seca),58,0,0,13,19,5,7,7,20,0.98,20,0,20,0,18,2,16,14
2,Baja California,3,Tecate,1270,La Sirena,7,0,0,1,2,1,0,2,3,0.67,3,0,3,0,0,3,3,3
7,Chiapas,59,Ocosingo,230,La Siria,236,51,49,35,31,9,25,66,70,1.8,64,6,66,4,69,1,65,38
7,Chiapas,16,Catazajá,25,La Siria 1ra. Sección,163,33,28,40,29,8,39,15,49,1.45,46,3,46,3,42,7,42,38
7,Chiapas,16,Catazajá,23,La Siria 2da. Sección,98,22,19,20,21,2,28,7,35,1.52,35,0,35,0,27,8,27,28
3,Baja California Sur,3,La Paz,306,La Soledad,10,0,0,6,2,1,1,0,3,1.88,3,0,3,0,0,3,3,0
7,Chiapas,3,Acapetahua,503,La Soledad,59,9,10,15,15,3,8,7,20,1.49,13,6,19,0,1,18,15,15
7,Chiapas,9,Arriaga,373,La Soledad,95,7,9,26,14,10,25,8,31,1.86,29,2,31,0,17,14,25,27
7,Chiapas,10,Bejucal de Ocampo,28,La Soledad,72,7,6,35,9,1,20,1,17,3.16,14,3,16,1,0,17,17,2
7,Chiapas,15,Cacahoatán,111,La Soledad,90,29,32,15,9,4,22,7,31,2.26,19,10,31,0,30,1,28,13
7,Chiapas,20,La Concordia,513,La Soledad,36,11,12,7,8,2,5,1,10,1.33,9,1,10,0,6,4,8,7
7,Chiapas,20,La Concordia,1064,La Soledad,15,9,10,3,0,0,0,2,4,1.6,3,1,4,0,0,4,3,3
7,Chiapas,36,La Grandeza,35,La Soledad,20,2,0,10,3,3,4,0,6,1.22,6,0,5,1,3,3,6,0
7,Chiapas,40,Huixtla,141,La Soledad,62,7,8,13,10,5,21,4,20,2.11,10,10,20,0,0,20,18,6
7,Chiapas,52,Las Margaritas,547,La Soledad,39,11,10,12,6,0,8,3,15,1.17,11,4,13,2,11,4,15,7
7,Chiapas,57,Motozintla,252,La Soledad,29,8,8,12,0,1,8,0,12,1.94,9,3,11,1,11,1,9,0
7,Chiapas,59,Ocosingo,1300,La Soledad,472,139,110,185,45,33,70,26,149,2.41,116,29,142,3,135,10,131,1
7,Chiapas,67,Pantepec,33,La Soledad,201,63,72,41,28,13,21,19,71,1.95,49,21,63,7,58,13,63,12
1,Aguascalientes,1,Aguascalientes,2180,La Soledad [Rancho],7,1,1,5,1,0,0,0,3,1.11,1,2,1,2,3,0,3,1
1,Aguascalientes,2,Asientos,279,La Soledad [Rancho],18,2,2,2,3,1,4,4,5,1.11,4,1,5,0,4,1,3,3
7,Chiapas,19,Comitán de Domínguez,145,La Sombra,25,4,4,11,0,1,7,2,8,1.48,6,2,8,0,0,8,8,2
7,Chiapas,57,Motozintla,249,La Sombra,12,0,0,7,1,0,4,0,3,1.89,0,3,3,0,3,0,3,0
7,Chiapas,63,Osumacinta,23,La Sombra,15,4,4,4,4,1,2,0,5,3.22,5,0,5,0,2,3,2,0
7,Chiapas,52,Las Margaritas,197,La Sombra (Anexo San Carlos del Río),87,18,22,20,17,5,19,3,29,1.37,27,2,28,1,29,0,27,9
7,Chiapas,31,Chilón,840,La Sombra Baxil,63,44,44,12,1,0,5,1,15,3.22,9,6,9,5,14,1,11,0
7,Chiapas,37,Huehuetán,278,La Suchi,34,10,9,4,6,0,2,11,13,1.15,9,4,13,0,0,13,12,9
7,Chiapas,59,Ocosingo,641,La Sultana,4,1,1,0,1,1,1,0,1,1.6,1,0,1,0,1,0,1,0
7,Chiapas,8,Angel Albino Corzo,47,La Tarraya,8,1,1,0,6,0,0,1,5,2,3,2,0,5,0,5,0,0
7,Chiapas,7,Amatenango del Valle,94,La Tejonera,28,7,7,8,1,1,11,0,7,4,0,7,2,5,0,7,0,0
5,Coahuila de Zaragoza,3,Allende,101,La Tembladora,165,11,10,30,40,13,52,14,68,1.49,68,0,67,1,65,3,66,63
5,Coahuila de Zaragoza,3,Allende,171,La Tembladora,36,2,4,3,9,5,7,6,10,1.41,10,0,10,0,0,10,10,10
5,Coahuila de Zaragoza,18,Monclova,386,La Tendida,5,0,1,2,2,0,0,0,4,0.83,4,0,3,1,1,3,2,3
6,Colima,6,Ixtlahuacán,59,La Tepamera,19,3,4,6,3,1,5,0,7,1.53,5,2,2,5,7,0,7,0
1,Aguascalientes,3,Calvillo,94,La Teresa,299,35,40,121,44,15,65,10,105,1.31,104,1,103,2,98,6,102,84
7,Chiapas,20,La Concordia,46,La Tigrilla,1674,315,319,310,408,74,325,182,551,1.29,526,25,541,9,538,13,530,413
7,Chiapas,34,Frontera Comalapa,337,La Tigrilla,18,6,10,2,4,2,0,0,5,3.25,0,5,0,5,0,5,2,0
1,Aguascalientes,10,El Llano,130,La Tijera,7,1,1,2,0,0,2,2,3,1.25,3,0,3,0,3,0,1,2
1,Aguascalientes,10,El Llano,119,La Tinaja,311,20,17,94,112,17,47,16,101,1.26,100,1,101,0,101,0,94,82
3,Baja California Sur,2,Mulegé,1028,La Tinaja,8,1,4,2,0,0,2,0,3,1.43,1,1,3,0,0,3,2,1
1,Aguascalientes,2,Asientos,56,La Tinajuela,94,9,12,19,26,7,18,9,32,1.15,30,2,30,2,31,1,26,25
7,Chiapas,59,Ocosingo,844,La Tinta,58,23,24,14,5,2,10,3,18,1.71,16,2,15,3,17,1,18,6
1,Aguascalientes,5,Jesús María,106,La Tomatina,579,32,32,128,179,26,158,44,201,1.48,197,4,198,3,177,24,176,164
4,Campeche,11,Candelaria,651,La Tómbola,124,18,20,40,19,9,31,4,65,1.97,19,44,1,62,0,63,34,0
3,Baja California Sur,8,Los Cabos,788,La Torre,13,0,0,1,2,2,2,6,7,1.05,6,1,7,0,2,5,6,7
5,Coahuila de Zaragoza,11,General Cepeda,75,La Tórtola,19,1,1,9,2,2,3,2,5,1.5,5,0,5,0,5,0,4,5
4,Campeche,7,Palizada,107,La Toza,43,11,10,11,7,0,7,8,18,1.59,15,3,18,0,1,17,16,13
7,Chiapas,44,Ixtapa,52,La Traya,129,38,38,30,7,7,46,1,47,1.91,23,23,45,1,44,2,41,4
5,Coahuila de Zaragoza,9,Francisco I. Madero,215,La Tres,10,0,0,1,3,1,2,3,3,1.5,1,2,2,1,2,1,2,2
7,Chiapas,61,Ocozocoautla de Espinosa,1552,La Tribuna,8,2,4,3,0,0,1,0,4,1.38,0,4,0,4,1,3,1,0
3,Baja California Sur,3,La Paz,906,La Trinidad,177,20,15,52,39,13,41,12,54,1.35,54,0,47,7,53,1,52,46
3,Baja California Sur,3,La Paz,909,La Trinidad,23,0,1,1,8,0,11,2,9,1.09,9,0,9,0,0,9,9,9
