ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,POB20,EDU28,EDU31,P15mas.con.primaria.incompleta,P15mas.con.secundaria.completa,P15mas.con.secundaria.incompleta,P15mas.con.primaria.completa,P18mas.con.post,VIV2,VIV5_R,VIV6.complemento,VIV6,VIV14,VIV15,VIV16,VIV17,VIV19,VIV26
7,Chiapas,31,Chilón,73,El Edén,186,53,44,62,27,5,26,16,70,1.76,24,46,56,14,62,8,64,6
7,Chiapas,52,Las Margaritas,32,El Edén,820,127,96,314,231,37,115,20,274,1.33,265,9,270,4,0,271,274,63
7,Chiapas,57,Motozintla,38,El Edén,9,0,0,4,2,0,2,1,3,2,2,1,3,0,0,2,3,0
7,Chiapas,61,Ocozocoautla de Espinosa,45,El Edén,9,4,4,4,0,0,1,0,5,1.77,5,0,5,0,5,0,5,2
7,Chiapas,65,Palenque,47,El Edén,417,83,81,95,96,28,66,37,133,2.38,58,75,131,2,132,1,122,42
7,Chiapas,19,Comitán de Domínguez,322,El Edén Paraíso,17,4,4,4,3,0,5,1,6,1.05,4,2,6,0,0,6,6,5
3,Baja California Sur,8,Los Cabos,756,El Ejido,13,0,0,0,5,2,4,2,3,1.07,3,0,3,0,3,0,3,3
7,Chiapas,61,Ocozocoautla de Espinosa,1310,El Embarcadero Apic Pac,73,11,20,13,6,4,20,5,31,1.4,14,16,31,0,0,30,31,23
7,Chiapas,65,Palenque,694,El Emporio,12,2,2,1,3,2,0,3,3,1.8,0,3,1,2,0,3,2,1
2,Baja California,2,Mexicali,3570,El Encanto,44,1,1,3,13,5,5,13,17,1.05,15,1,16,0,15,1,15,16
4,Campeche,3,Carmen,3300,El Encanto,45,5,5,6,11,1,11,9,22,1.85,21,1,22,0,0,22,22,16
4,Campeche,11,Candelaria,154,El Encanto,58,8,7,14,13,3,16,4,21,2.21,20,1,1,20,21,0,14,0
4,Campeche,11,Candelaria,1403,El Encanto,55,10,7,20,11,3,14,0,27,2.32,0,27,6,21,0,27,3,0
7,Chiapas,19,Comitán de Domínguez,428,El Encanto,10,4,3,4,0,0,3,0,5,1.83,3,2,5,0,0,5,5,0
7,Chiapas,43,Ixtacomitán,68,El Encanto,7,2,2,3,1,0,1,0,3,1.78,3,0,3,0,2,1,3,0
7,Chiapas,51,Mapastepec,16,El Encanto,108,28,27,22,13,17,18,7,38,1.87,34,2,36,0,0,35,35,31
7,Chiapas,52,Las Margaritas,244,El Encanto,627,131,71,153,112,32,217,36,217,1.19,209,8,213,4,209,8,214,111
7,Chiapas,59,Ocosingo,2042,El Encanto,72,18,32,8,2,1,28,1,24,1.72,16,8,21,3,6,18,22,2
7,Chiapas,40,Huixtla,210,El Encanto (Unión Campesina),29,3,3,10,4,3,7,1,9,2.53,3,6,8,1,9,0,8,5
3,Baja California Sur,8,Los Cabos,476,El Encinal,14,0,0,5,0,1,6,2,6,1.21,4,1,5,0,1,4,5,5
3,Baja California Sur,8,Los Cabos,654,El Encino Gacho,18,1,1,2,4,4,6,0,9,0.87,9,0,9,0,4,5,9,8
7,Chiapas,32,Escuintla,226,El Encuentro,58,10,10,22,3,3,19,1,14,2,10,3,13,0,9,4,13,9
7,Chiapas,36,La Grandeza,24,El Encuentro,158,14,9,40,33,7,50,18,41,2.08,21,20,40,0,15,26,41,6
7,Chiapas,51,Mapastepec,355,El Encuentro,10,0,0,1,1,1,1,6,3,1.3,3,0,3,0,3,0,3,3
7,Chiapas,69,Pijijiapan,1038,El Encuentro,9,1,1,1,3,1,3,0,3,2.8,0,3,3,0,0,3,1,1
1,Aguascalientes,2,Asientos,249,El Encuentro [Rancho],13,1,4,5,1,0,2,1,4,2.45,4,0,4,0,4,0,4,4
7,Chiapas,17,Cintalapa,256,El Ensueño,9,5,5,3,0,0,1,0,4,2.38,2,2,4,0,4,0,1,0
1,Aguascalientes,2,Asientos,20,El Epazote,190,13,8,35,75,12,43,12,65,1.4,63,2,65,0,65,0,60,53
7,Chiapas,43,Ixtacomitán,10,El Escobal,230,80,67,60,30,6,37,21,73,1.43,70,3,64,9,7,66,60,13
2,Baja California,3,Tecate,53,El Escondido,8,0,0,2,2,1,2,1,4,0.77,3,1,3,1,0,4,4,3
2,Baja California,3,Tecate,1030,El Escorial,10,0,2,2,0,0,3,3,5,0.86,5,0,5,0,0,5,5,5
2,Baja California,3,Tecate,1735,El Escorial,270,9,15,41,60,28,63,56,110,1.59,97,11,83,25,83,25,104,77
7,Chiapas,61,Ocozocoautla de Espinosa,49,El Esfuerzo,8,0,0,2,0,0,4,2,4,1.4,2,2,4,0,0,4,2,3
5,Coahuila de Zaragoza,36,Viesca,100,El Esfuerzo Sector Ocho (El Puerto),25,3,1,9,3,2,7,2,9,1.33,6,3,9,0,8,1,5,7
5,Coahuila de Zaragoza,36,Viesca,101,El Esfuerzo Sector Seis,27,2,3,1,6,3,12,2,9,1.72,9,0,9,0,9,0,7,8
7,Chiapas,65,Palenque,1308,El Espejo,34,20,23,7,0,0,4,0,14,2.62,1,13,13,1,0,13,10,0
7,Chiapas,20,La Concordia,158,El Espinal,147,32,29,61,23,5,25,2,58,1.36,51,5,55,3,56,1,53,33
7,Chiapas,65,Palenque,575,El Esquinero,54,11,12,17,8,7,5,4,21,2.33,18,2,19,1,20,0,8,9
3,Baja California Sur,3,La Paz,127,El Estero,11,0,0,2,1,0,5,2,4,1.58,4,0,4,0,0,4,4,0
7,Chiapas,46,Jiquipilas,32,El Estoraque,9,2,2,4,1,0,1,1,4,1.44,3,1,4,0,0,4,2,2
5,Coahuila de Zaragoza,33,San Pedro,28,El Estribo,689,47,39,140,172,39,196,86,233,1.17,229,4,231,2,216,17,226,221
2,Baja California,4,Tijuana,726,El Explorador,15,1,3,0,2,2,2,5,7,1,7,0,7,0,0,7,7,5
7,Chiapas,61,Ocozocoautla de Espinosa,985,El Faisanero,7,3,3,4,0,0,0,0,3,2.75,0,3,0,3,0,3,2,0
4,Campeche,11,Candelaria,1148,El Fantasma (Los Chileros),21,2,3,3,5,0,5,5,8,2.21,0,8,0,8,0,8,0,0
2,Baja California,2,Mexicali,176,El Faro,71,0,5,6,10,3,11,31,23,0.85,23,0,23,0,22,1,23,23
7,Chiapas,17,Cintalapa,608,El Faro,9,0,0,3,2,0,2,1,3,1.3,3,0,3,0,2,1,2,2
7,Chiapas,69,Pijijiapan,520,El Faro,9,2,2,4,1,0,1,1,4,2,4,0,0,4,0,4,4,0
1,Aguascalientes,6,Pabellón de Arteaga,122,El Fénix [Rancho],11,1,1,2,0,1,2,4,4,1.31,4,0,4,0,4,0,4,2
2,Baja California,4,Tijuana,298,El Florido,13,1,2,3,2,2,4,0,6,1.05,5,1,6,0,0,6,6,5
2,Baja California,4,Tijuana,1115,El Florido Viejo,152,8,13,22,41,11,22,38,61,0.97,58,3,61,0,4,57,61,57
3,Baja California Sur,8,Los Cabos,1126,El Forever,6,0,0,0,1,0,0,5,1,1.14,1,0,1,0,1,0,1,1
5,Coahuila de Zaragoza,27,Ramos Arizpe,645,El Forlón,13,0,0,5,1,0,3,1,4,1.7,1,3,0,4,0,4,4,0
5,Coahuila de Zaragoza,11,General Cepeda,23,El Fortín,17,8,8,5,1,1,2,0,7,0.7,7,0,7,0,7,0,6,7
7,Chiapas,3,Acapetahua,277,El Fortín,5,2,2,1,1,0,1,0,4,1,4,0,4,0,0,4,4,3
7,Chiapas,39,Huitiupán,137,El Fortín,90,27,26,21,17,3,14,8,31,1.87,20,11,31,0,28,3,28,9
7,Chiapas,69,Pijijiapan,527,El Fortín,251,48,57,69,44,19,43,15,97,1.32,79,18,97,0,0,97,80,62
5,Coahuila de Zaragoza,30,Saltillo,120,El Fraile,19,2,1,9,0,0,7,2,10,0.67,10,0,10,0,9,1,7,9
7,Chiapas,12,Berriozábal,48,El Francés,93,25,32,18,14,7,17,3,31,1.61,24,7,28,3,26,5,27,9
6,Colima,10,Villa de Álvarez,116,El Fresnal,8,1,1,1,1,2,1,2,3,1.1,2,1,0,3,0,3,2,0
6,Colima,3,Comala,131,El Fresnito,10,3,3,3,0,1,2,1,4,1.63,0,4,0,4,3,1,0,0
6,Colima,8,Minatitlán,52,El Fresno,6,0,0,1,1,0,3,1,3,0.7,3,0,3,0,1,1,2,3
6,Colima,6,Ixtlahuacán,18,El Galaje,49,4,9,19,4,3,11,3,21,1.1,16,4,20,1,20,1,20,20
3,Baja California Sur,3,La Paz,1476,El Galerón,7,0,0,0,1,0,4,2,3,0.8,3,0,3,0,3,0,3,3
4,Campeche,9,Escárcega,152,El Gallo,94,26,19,27,17,9,16,4,31,2.03,29,2,29,2,30,0,24,17
5,Coahuila de Zaragoza,32,San Juan de Sabinas,51,El Gallo,42,3,1,11,2,5,21,0,18,1.22,15,3,16,2,0,18,16,16
4,Campeche,9,Escárcega,151,El Gallo Samuel (El Gallito),11,1,1,4,3,1,2,0,3,1.75,3,0,3,0,0,3,3,0
2,Baja California,4,Tijuana,1642,El Gandul,11,0,1,4,0,0,5,1,4,1.15,4,0,3,1,4,0,4,3
1,Aguascalientes,6,Pabellón de Arteaga,10,El Garabato,302,25,21,78,108,9,49,27,90,1.36,88,2,87,3,87,2,87,75
6,Colima,7,Manzanillo,391,El Garcero,516,26,38,82,168,36,103,70,194,1.49,175,17,190,3,180,12,189,174
1,Aguascalientes,1,Aguascalientes,1131,El Gato,23,3,1,4,7,2,9,0,7,1.11,5,2,6,1,7,0,7,6
5,Coahuila de Zaragoza,12,Guerrero,18,El Gato,6,1,1,3,0,0,1,1,3,0.55,3,0,3,0,3,0,3,3
5,Coahuila de Zaragoza,21,Nadadores,4,El Gato,44,0,0,9,15,2,13,3,18,1.15,16,2,18,0,17,1,17,16
5,Coahuila de Zaragoza,33,San Pedro,33,El Gatuño,240,27,25,45,64,20,52,29,91,1.42,88,3,87,4,69,22,72,72
2,Baja California,4,Tijuana,181,El Gavilán,13,0,0,4,2,3,4,0,5,1.8,3,2,4,1,0,5,5,4
7,Chiapas,57,Motozintla,170,El Gavilán,111,22,20,38,25,4,24,0,35,2.56,11,24,35,0,0,35,25,4
7,Chiapas,61,Ocozocoautla de Espinosa,63,El Gavilán,505,99,102,170,70,28,114,16,162,1.98,128,34,160,1,156,5,160,77
5,Coahuila de Zaragoza,11,General Cepeda,25,El Gavillero,64,4,4,15,23,2,17,2,22,1.16,22,0,22,0,22,0,14,18
1,Aguascalientes,9,Tepezalá,13,El Gigante,426,10,5,91,150,24,78,67,162,1.14,161,0,159,1,158,3,159,133
1,Aguascalientes,1,Aguascalientes,584,El Gigante (Arellano),160,10,12,26,55,7,45,8,58,1.3,58,0,57,1,28,29,50,52
1,Aguascalientes,6,Pabellón de Arteaga,171,El Gigante [Rancho],32,1,1,8,7,1,12,2,14,1.84,14,0,14,0,14,0,14,10
7,Chiapas,69,Pijijiapan,601,El Golfo,92,13,11,27,11,8,20,11,36,1.24,32,4,35,1,0,36,35,32
3,Baja California Sur,1,Comondú,514,El Gramal,11,6,7,1,0,0,2,0,4,1.18,2,2,0,4,0,4,3,0
5,Coahuila de Zaragoza,6,Castaños,28,El Granjeno,18,2,2,8,3,1,4,0,10,0.76,10,0,10,0,0,10,10,10
1,Aguascalientes,10,El Llano,33,El Grullo [Rancho],9,0,0,0,3,1,0,5,3,0.73,3,0,3,0,3,0,3,3
5,Coahuila de Zaragoza,23,Ocampo,38,El Guaje,22,2,2,10,1,0,7,2,9,0.87,9,0,9,0,0,9,8,0
7,Chiapas,17,Cintalapa,449,El Guamúchil,15,2,1,9,2,0,2,0,4,1.67,3,1,4,0,0,4,2,3
3,Baja California Sur,8,Los Cabos,401,El Guamuchilar,57,8,9,18,9,2,8,11,23,1,19,4,23,0,23,0,23,20
7,Chiapas,51,Mapastepec,1013,El Guanacastle,8,3,3,3,0,1,1,0,3,4,1,2,3,0,1,2,2,2
7,Chiapas,59,Ocosingo,422,El Guanal,29,11,11,13,0,0,5,0,8,2,0,8,0,8,8,0,8,0
7,Chiapas,50,La Libertad,19,El Guano Centro,108,18,19,35,20,4,23,6,42,1.31,41,1,41,1,0,41,39,38
7,Chiapas,61,Ocozocoautla de Espinosa,69,El Guapinolito,80,15,13,13,12,3,31,7,26,1.36,13,13,26,0,5,21,24,19
1,Aguascalientes,1,Aguascalientes,597,El Guarda,88,7,7,12,38,6,15,8,33,1.39,32,1,32,1,28,5,29,28
7,Chiapas,46,Jiquipilas,847,El Guayabal,11,2,3,3,1,0,4,0,3,2.29,3,0,0,3,0,3,0,0
7,Chiapas,65,Palenque,549,El Guayacán,11,2,2,0,2,1,1,5,3,2.43,1,2,3,0,0,3,3,2
7,Chiapas,65,Palenque,1372,El Guayacán,76,42,44,14,4,1,12,1,28,2.19,0,28,28,0,0,27,1,0
7,Chiapas,9,Arriaga,324,El Herradero,9,3,3,1,1,0,0,4,3,1.22,3,0,3,0,1,2,3,3
7,Chiapas,27,Chiapa de Corzo,386,El Herradero,9,0,0,3,1,0,1,4,3,1.57,2,1,3,0,0,3,2,3
7,Chiapas,59,Ocosingo,1936,El Herradero,12,4,0,9,2,0,1,0,4,1.46,1,3,3,1,3,1,3,0
7,Chiapas,3,Acapetahua,18,El Herrado,67,14,11,22,8,4,16,6,25,1.22,10,15,24,1,24,1,23,17
7,Chiapas,51,Mapastepec,1175,El Higuero,10,7,7,2,1,0,0,0,3,2.8,3,0,1,2,0,3,2,0
7,Chiapas,69,Pijijiapan,1092,El Higuero,7,1,1,1,4,0,0,1,3,1,3,0,3,0,0,3,3,3
7,Chiapas,12,Berriozábal,313,El Higuito,22,11,15,6,0,0,1,0,10,2.82,7,3,10,0,1,8,6,5
7,Chiapas,4,Altamirano,151,El Horizonte,8,2,2,3,1,0,1,1,3,2.75,3,0,2,1,0,3,3,0
7,Chiapas,27,Chiapa de Corzo,109,El Horizonte,570,94,67,188,79,30,179,20,198,1.95,112,86,197,1,182,16,198,69
7,Chiapas,31,Chilón,589,El Horizonte,156,54,48,36,21,7,37,2,57,2.7,24,33,54,3,57,0,54,2
7,Chiapas,32,Escuintla,157,El Horizonte,64,10,5,32,6,6,12,3,20,1.93,9,11,15,5,8,12,17,1
7,Chiapas,32,Escuintla,309,El Horizonte,79,19,18,20,9,7,24,1,25,1.95,8,17,21,4,17,8,24,4
7,Chiapas,52,Las Margaritas,533,El Horizonte,15,3,3,10,0,1,1,0,6,1.55,5,1,6,0,0,6,6,0
7,Chiapas,53,Mazapa de Madero,9,El Horizonte,87,6,3,33,5,2,38,4,23,2.48,16,6,22,1,20,3,22,7
7,Chiapas,53,Mazapa de Madero,40,El Horizonte,122,23,14,46,13,0,48,1,42,1.81,42,0,40,1,8,34,41,10
7,Chiapas,61,Ocozocoautla de Espinosa,608,El Horizonte,121,21,18,41,25,2,27,6,44,1.85,20,24,44,0,0,44,29,6
7,Chiapas,61,Ocozocoautla de Espinosa,1067,El Horizonte,10,2,2,4,1,0,2,1,4,1.6,2,2,0,4,1,3,1,0
7,Chiapas,66,Pantelhó,204,El Horizonte,10,9,6,4,0,0,0,0,5,1.7,0,5,1,4,0,5,5,0
7,Chiapas,57,Motozintla,354,El Horizonte (Santa Elena),63,11,8,19,11,5,18,1,18,2.61,16,1,17,0,0,17,17,7
7,Chiapas,19,Comitán de Domínguez,346,El Hornotón,50,1,0,18,9,0,15,7,17,1.25,14,3,16,1,15,2,13,6
1,Aguascalientes,1,Aguascalientes,548,El Hotelito,45,5,4,14,9,4,11,2,12,1.39,12,0,11,1,12,0,9,9
7,Chiapas,51,Mapastepec,336,El Huamuche,76,10,10,26,12,6,15,7,26,2.04,18,8,26,0,0,26,25,21
7,Chiapas,34,Frontera Comalapa,329,El Huanacastle,15,4,6,4,0,2,2,0,4,1.5,4,0,4,0,0,4,4,3
4,Campeche,9,Escárcega,190,El Huiro,182,42,43,23,45,12,45,11,56,2.96,49,7,53,3,53,3,34,16
5,Coahuila de Zaragoza,5,Candela,11,El Huizachal,167,13,9,46,36,10,43,23,63,1.3,61,2,61,2,62,1,62,59
1,Aguascalientes,1,Aguascalientes,2279,El Huizache [Granja],11,1,1,2,3,1,3,1,4,2,4,0,3,1,2,2,3,3
6,Colima,7,Manzanillo,41,El Huizcolote,240,26,26,89,40,18,39,22,97,1,89,8,92,4,89,8,89,82
4,Campeche,9,Escárcega,267,El Hular,6,2,2,2,2,0,0,0,3,1.43,3,0,3,0,1,2,3,0
7,Chiapas,69,Pijijiapan,826,El Hular,38,11,9,9,8,3,5,2,15,1.54,13,2,14,1,0,15,15,14
3,Baja California Sur,3,La Paz,2305,El Imposible,47,1,2,4,9,8,22,2,13,1.47,11,2,13,0,13,0,13,13
2,Baja California,4,Tijuana,732,El Indio,7,0,1,3,0,0,1,2,3,1.1,3,0,2,1,0,3,2,2
2,Baja California,3,Tecate,1629,El Indio Tul,12,0,0,3,3,3,2,1,4,1.71,4,0,1,3,0,4,4,0
7,Chiapas,57,Motozintla,355,El Injerto,50,6,5,23,11,3,5,3,12,2.1,6,5,12,0,0,12,10,5
7,Chiapas,59,Ocosingo,3040,El Ixcán,379,53,70,119,47,30,78,22,118,1.68,115,2,115,2,0,117,116,67
7,Chiapas,34,Frontera Comalapa,241,El Jaboncillo,43,10,11,5,5,0,11,9,15,1.13,15,0,15,0,1,14,15,13
1,Aguascalientes,1,Aguascalientes,605,El Jagüey,28,3,4,8,3,3,9,1,10,1.48,10,0,8,2,0,10,7,8
7,Chiapas,57,Motozintla,319,El Jagüey,62,11,11,16,9,3,11,7,16,2.09,14,2,16,0,16,0,16,9
5,Coahuila de Zaragoza,30,Saltillo,134,El Jagüey de Ferniza,112,8,6,42,19,6,23,13,52,1.27,47,4,49,3,51,1,39,38
1,Aguascalientes,3,Calvillo,34,El Jaralito,7,0,0,0,3,0,0,4,3,0.62,3,0,3,0,3,0,3,2
5,Coahuila de Zaragoza,11,General Cepeda,33,El Jaralito,71,3,3,15,30,4,14,5,26,1.38,25,0,25,1,26,0,22,23
5,Coahuila de Zaragoza,31,San Buenaventura,245,El Jardín,6,0,0,1,0,1,3,1,3,1.11,3,0,3,0,3,0,3,1
7,Chiapas,3,Acapetahua,91,El Jardín,13,2,2,5,0,2,1,3,4,1.21,2,2,4,0,0,4,3,2
7,Chiapas,14,El Bosque,116,El Jardín,64,21,22,12,12,3,14,1,20,2.21,12,8,19,1,18,2,16,2
7,Chiapas,31,Chilón,558,El Jardín,71,8,9,14,9,7,14,17,21,2.86,16,5,20,1,0,21,16,2
7,Chiapas,59,Ocosingo,512,El Jardín,335,95,78,84,45,35,41,37,99,2.6,78,21,98,1,96,3,98,4
7,Chiapas,61,Ocozocoautla de Espinosa,698,El Jardín,53,9,11,15,6,3,13,4,19,1.49,18,1,19,0,13,6,19,5
4,Campeche,3,Carmen,3384,El Jazmín,11,0,0,4,2,0,3,1,3,2.33,3,0,3,0,0,3,3,0
7,Chiapas,32,Escuintla,102,El Jilguero,45,11,9,19,3,0,13,0,12,2.29,8,4,10,2,9,3,11,5
4,Campeche,9,Escárcega,961,El Jobal,119,28,25,29,20,12,32,0,39,1.87,38,1,35,4,37,2,35,29
7,Chiapas,32,Escuintla,261,El Jobal,21,4,3,6,3,0,7,1,7,2.38,5,2,7,0,1,6,6,4
1,Aguascalientes,8,San José de Gracia,15,El Jocoqui,22,1,0,3,13,2,3,1,7,1.33,7,0,7,0,5,2,7,7
7,Chiapas,34,Frontera Comalapa,28,El Jocote,124,19,19,27,20,9,17,29,44,1.14,37,7,43,1,41,3,40,39
2,Baja California,3,Tecate,1264,El Jonuco,13,1,1,2,3,1,5,1,8,0.86,7,1,5,3,1,7,8,5
7,Chiapas,32,Escuintla,228,El Jordán,62,7,9,19,13,6,8,7,24,1.48,23,1,23,1,23,1,21,16
7,Chiapas,53,Mazapa de Madero,10,El Jordán,49,17,13,19,0,2,13,1,15,2.46,4,11,15,0,9,6,15,3
7,Chiapas,59,Ocosingo,1564,El Jordán,12,1,1,1,2,1,4,3,3,1.4,3,0,3,0,0,3,3,2
4,Campeche,7,Palizada,56,El Juncal,239,30,31,43,55,20,33,53,89,2.14,85,4,88,1,86,3,80,68
3,Baja California Sur,3,La Paz,2896,El Junco,6,0,0,3,3,0,0,0,3,1.56,3,0,3,0,0,3,3,3
7,Chiapas,65,Palenque,190,El Lacandón,153,56,50,45,15,7,26,3,49,2.12,32,17,48,1,47,2,17,13
7,Chiapas,65,Palenque,1288,El Lago,7,0,0,0,0,0,0,6,3,0.9,3,0,3,0,0,3,3,3
1,Aguascalientes,1,Aguascalientes,614,El Latifundio,6,1,1,1,3,0,1,0,3,0.92,3,0,3,0,3,0,2,3
7,Chiapas,20,La Concordia,232,El Laurel,8,1,1,2,1,0,4,0,3,2,1,2,1,2,0,3,0,0
7,Chiapas,47,Jitotol,40,El Laurel,279,32,25,60,52,12,46,75,95,1.29,94,1,94,1,95,0,95,23
7,Chiapas,59,Ocosingo,974,El Laurel,54,29,20,20,4,6,1,2,15,2.74,11,4,11,4,13,2,11,0
7,Chiapas,61,Ocozocoautla de Espinosa,84,El Laurel,12,7,4,4,0,0,4,0,5,1,4,1,5,0,0,5,2,3
4,Campeche,9,Escárcega,255,El Lechugal,436,38,49,89,123,40,77,42,164,1.91,144,20,151,13,151,13,109,94
3,Baja California Sur,8,Los Cabos,323,El Leonero,12,0,0,0,2,0,0,9,5,0.43,5,0,5,0,0,5,5,5
6,Colima,9,Tecomán,453,El Limón,6,1,1,1,2,1,1,0,3,3,3,0,3,0,0,3,3,2
7,Chiapas,5,Amatán,47,El Limón,297,74,62,102,32,30,35,25,97,2.21,89,8,97,0,85,11,88,29
7,Chiapas,6,Amatenango de la Frontera,19,El Limón,81,11,10,15,18,2,16,19,22,1.77,21,1,22,0,21,1,21,18
7,Chiapas,10,Bejucal de Ocampo,29,El Limón,67,7,2,21,15,6,22,1,14,1.71,13,1,14,0,0,14,14,2
7,Chiapas,12,Berriozábal,135,El Limón,8,4,3,4,0,0,1,0,3,2.67,0,3,3,0,0,3,0,1
7,Chiapas,21,Copainalá,107,El Limón,11,5,5,3,1,0,2,0,4,1.38,1,3,2,2,0,4,4,0
7,Chiapas,30,Chicomuselo,172,El Limón,19,4,6,4,1,2,4,1,6,1.79,5,0,5,0,0,5,3,4
7,Chiapas,44,Ixtapa,18,El Limón,62,14,12,14,14,5,15,1,23,2.15,21,2,22,1,2,21,23,2
7,Chiapas,46,Jiquipilas,914,El Limón,6,0,0,1,1,0,3,1,3,0.77,2,1,3,0,0,3,2,3
7,Chiapas,57,Motozintla,385,El Limón,39,8,10,11,8,2,6,2,13,1.42,13,0,12,1,0,13,12,8
7,Chiapas,57,Motozintla,437,El Limón,14,1,0,3,3,1,5,1,5,1.92,4,1,5,0,0,5,5,2
7,Chiapas,57,Motozintla,475,El Limón,25,2,2,10,4,2,6,0,6,2.19,1,5,6,0,3,3,6,1
7,Chiapas,59,Ocosingo,1713,El Limón,7,6,3,3,0,0,1,0,4,1.1,1,3,3,1,3,1,3,0
7,Chiapas,62,Ostuacán,97,El Limón,17,8,7,1,2,2,3,2,4,1.92,4,0,4,0,0,4,4,4
7,Chiapas,65,Palenque,351,El Limón,16,4,2,5,3,1,3,2,5,1,5,0,5,0,3,2,5,5
7,Chiapas,67,Pantepec,19,El Limón,217,85,88,59,13,15,36,3,78,2.28,59,19,74,4,68,10,67,8
7,Chiapas,21,Copainalá,106,El Limón (El Aguacate),41,15,16,7,3,2,7,3,13,1.47,13,0,13,0,1,12,13,5
7,Chiapas,5,Amatán,240,El Limón 2da. Sección,18,10,9,4,3,1,1,0,6,2.88,6,0,6,0,4,1,6,0
7,Chiapas,4,Altamirano,176,El Limonal,28,13,9,8,2,3,5,0,9,1.85,9,0,9,0,9,0,9,0
7,Chiapas,31,Chilón,878,El Limonal,31,6,10,6,3,1,8,3,9,2.35,0,9,8,1,8,1,1,1
7,Chiapas,59,Ocosingo,2953,El Limonal,28,23,22,6,0,0,0,0,10,4.11,0,10,0,10,0,10,2,0
7,Chiapas,30,Chicomuselo,28,El Limonar,117,31,25,53,5,4,27,0,35,2.32,19,16,32,3,25,10,26,19
7,Chiapas,59,Ocosingo,106,El Limonar,519,211,189,157,74,32,59,6,147,2.13,97,49,144,3,146,1,114,42
7,Chiapas,65,Palenque,1351,El Limonar,54,28,26,10,9,4,3,2,18,3.03,10,8,18,0,0,18,18,0
1,Aguascalientes,5,Jesús María,245,El Llano,1742,38,43,100,236,65,136,1071,658,0.74,655,2,658,0,652,3,653,642
3,Baja California Sur,3,La Paz,1512,El Llano,6,0,0,2,0,1,3,0,4,0.55,3,1,3,1,0,4,3,0
7,Chiapas,62,Ostuacán,31,El Llano,80,15,13,32,11,3,16,3,19,2.47,17,2,19,0,0,19,13,12
1,Aguascalientes,3,Calvillo,289,El Llano (El Llano de San Rafael),116,3,2,10,37,6,16,44,53,1.3,53,0,53,0,46,7,52,51
1,Aguascalientes,5,Jesús María,47,El Llano (San Isidro),15,0,0,2,8,1,3,1,5,1,5,0,5,0,5,0,4,5
1,Aguascalientes,9,Tepezalá,124,El Llano [Rancho],6,0,0,2,3,0,0,0,4,0.63,4,0,4,0,4,0,4,3
1,Aguascalientes,3,Calvillo,384,El Llano de López,52,1,2,14,21,1,12,2,21,1.2,20,1,21,0,20,1,20,17
1,Aguascalientes,5,Jesús María,442,El Llano de los Arquitos,8,0,0,1,1,1,0,5,5,0.55,5,0,5,0,5,0,5,5
1,Aguascalientes,2,Asientos,31,El Llavero,72,5,6,14,12,5,14,18,21,1.04,21,0,21,0,21,0,21,20
1,Aguascalientes,5,Jesús María,359,El Lucero [Rancho],27,0,1,7,7,2,8,1,9,1.41,9,0,9,0,9,0,9,9
1,Aguascalientes,1,Aguascalientes,620,El Lucero de la Cruz,112,10,13,22,27,10,23,13,39,1.36,38,1,39,0,36,3,38,32
4,Campeche,11,Candelaria,319,El Machetazo,166,26,22,33,65,12,20,11,64,1.46,49,14,54,9,60,3,57,40
5,Coahuila de Zaragoza,7,Cuatro Ciénegas,48,El Madero,22,2,1,9,2,1,9,0,10,2.69,4,6,5,5,0,10,1,0
7,Chiapas,3,Acapetahua,23,El Madronal,413,48,63,91,84,35,57,70,144,1.65,124,19,139,4,0,142,118,101
7,Chiapas,7,Amatenango del Valle,12,El Madronal,345,123,77,145,23,7,80,10,118,1.9,97,19,112,3,115,1,98,6
1,Aguascalientes,1,Aguascalientes,2341,El Maguey,9,1,1,0,7,0,1,0,4,0.83,4,0,4,0,4,0,3,4
1,Aguascalientes,3,Calvillo,41,El Maguey,151,20,28,40,30,14,35,4,46,1.21,42,4,46,0,43,3,44,41
1,Aguascalientes,5,Jesús María,48,El Maguey,124,6,9,22,46,6,13,19,47,0.98,47,0,47,0,46,1,47,47
7,Chiapas,20,La Concordia,249,El Majagual,27,9,8,7,2,1,5,3,6,2.23,4,2,0,6,0,6,2,0
7,Chiapas,42,Ixhuatán,42,El Majagual,100,23,23,31,21,9,12,4,35,1.82,20,15,33,2,35,0,35,7
1,Aguascalientes,1,Aguascalientes,265,El Malacate,145,21,21,18,46,11,40,6,43,1.54,41,2,40,3,2,41,36,30
2,Baja California,2,Mexicali,1173,El Malo (Ejido Tabasco),78,4,15,11,15,8,22,6,32,1.27,22,10,30,2,21,11,29,27
4,Campeche,11,Candelaria,325,El Mamey,192,37,39,17,56,11,57,11,76,1.33,70,6,75,1,76,0,75,64
7,Chiapas,40,Huixtla,250,El Manacal,40,6,6,22,1,1,10,0,11,2.06,9,2,2,9,11,0,11,1
3,Baja California Sur,3,La Paz,2728,El Manantial,6,0,0,1,3,1,1,0,3,1.67,2,1,3,0,1,2,3,3
3,Baja California Sur,8,Los Cabos,1036,El Manantial,7,0,0,3,3,0,1,0,3,2,1,2,0,3,0,3,2,0
