ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,P15YM_SE,P15PRI_IN,P15PRI_CO,P15SEC_IN,P15SEC_CO,P18YM_PB,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI
19,Nuevo León,021,Gral. Escobedo,0001,Ciudad General Escobedo,6461,16774,32792,13825,74972,81196,1.01,82752,2850
19,Nuevo León,021,Gral. Escobedo,0004,La Cañada,0,1,5,0,0,3,0.85,4,0
19,Nuevo León,021,Gral. Escobedo,0023,San Juan (Escobedo),*,*,*,*,*,*,*,*,*
19,Nuevo León,021,Gral. Escobedo,0026,San Miguel de los Garza,12,34,70,21,45,15,1.29,72,6
19,Nuevo León,021,Gral. Escobedo,0040,El Carmen,*,*,*,*,*,*,*,*,*
19,Nuevo León,021,Gral. Escobedo,0065,Regiomontano,2,2,2,0,2,0,3,2,1
19,Nuevo León,021,Gral. Escobedo,0071,El Guante de Oro,*,*,*,*,*,*,*,*,*
19,Nuevo León,021,Gral. Escobedo,0073,La Piedra,*,*,*,*,*,*,*,*,*
19,Nuevo León,021,Gral. Escobedo,0075,Ninguno,0,1,1,0,3,2,1,3,0
19,Nuevo León,021,Gral. Escobedo,0079,Brecha PEMEX (San Juan),0,1,2,2,1,0,1.08,4,0
19,Nuevo León,021,Gral. Escobedo,0102,El Chaparral,*,*,*,*,*,*,*,*,*
19,Nuevo León,021,Gral. Escobedo,0126,Unión Agropecuarios Lázaro Cárdenas del Norte,90,137,198,44,192,57,1.14,262,43
19,Nuevo León,021,Gral. Escobedo,0137,Monclova Primer Sector,58,150,250,81,358,66,1.51,356,19
19,Nuevo León,021,Gral. Escobedo,0139,Los Medrano,*,*,*,*,*,*,*,*,*
19,Nuevo León,021,Gral. Escobedo,0140,Monclova Segundo Sector,43,105,204,69,226,47,1.34,253,17
19,Nuevo León,021,Gral. Escobedo,0148,Primo Chávez,*,*,*,*,*,*,*,*,*
19,Nuevo León,021,Gral. Escobedo,0153,Praderas de San Francisco,9,36,116,51,351,204,1,336,2
19,Nuevo León,021,Gral. Escobedo,0154,San Miguel de los Garza,8,10,11,0,7,4,1.70,11,8
19,Nuevo León,022,Gral. Terán,0000,Total del Municipio,512,2617,2445,437,2617,1866,0.92,4174,162
19,Nuevo León,022,Gral. Terán,9998,Localidades de una vivienda,27,144,106,15,53,17,*,138,12
19,Nuevo León,022,Gral. Terán,9999,Localidades de dos viviendas,13,102,54,9,36,9,*,97,7
19,Nuevo León,022,Gral. Terán,0001,Ciudad General Terán,171,788,962,174,1218,1282,0.84,1857,27
19,Nuevo León,022,Gral. Terán,0004,El Álamo,2,4,3,0,3,1,1,6,0
19,Nuevo León,022,Gral. Terán,0008,Ampliación de la Laguna,4,23,21,3,22,2,0.95,29,0
19,Nuevo León,022,Gral. Terán,0010,Las Anacuas,8,35,21,4,28,6,0.92,43,1
19,Nuevo León,022,Gral. Terán,0011,Las Anacuas,0,16,13,9,9,3,1.21,21,0
19,Nuevo León,022,Gral. Terán,0012,Las Anacuitas,9,52,88,9,90,11,1.17,103,3
19,Nuevo León,022,Gral. Terán,0017,El Bagre,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0018,El Balastre,1,3,6,0,2,0,1,6,0
19,Nuevo León,022,Gral. Terán,0019,El Barranco,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0022,Barreales,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0023,Belén,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0025,Las Brisas,12,67,36,7,40,13,0.96,67,8
19,Nuevo León,022,Gral. Terán,0026,La Brisa,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0028,Buenavista,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0032,Buenavista de Jiménez,1,4,2,0,0,0,0.41,4,1
19,Nuevo León,022,Gral. Terán,0035,California,11,77,67,18,53,29,1.02,99,6
19,Nuevo León,022,Gral. Terán,0039,El Cañón,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0040,El Capiro (La Enramada),0,1,8,0,0,0,1.29,3,0
19,Nuevo León,022,Gral. Terán,0041,La Carbonera,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0046,Los Cerritos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0047,Las Colonias,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0051,El Conejo,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0056,La Corona (Camarillo),22,62,59,10,50,3,1.14,65,17
19,Nuevo León,022,Gral. Terán,0057,La Corona,9,43,34,4,36,3,1.15,44,4
19,Nuevo León,022,Gral. Terán,0058,Corralejo,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0059,El Coyote,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0062,Cruz Verde,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0065,El Chiclan,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0066,Vallejo,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0070,Dolores,6,24,34,1,18,8,1.05,35,1
19,Nuevo León,022,Gral. Terán,0072,El Ebanito,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0075,Emiliano Zapata,2,13,12,1,4,0,1.41,12,0
19,Nuevo León,022,Gral. Terán,0076,El Encadenado,0,8,5,0,7,2,0.91,9,0
19,Nuevo León,022,Gral. Terán,0077,El Encadenado,2,12,15,1,10,2,0.98,12,4
19,Nuevo León,022,Gral. Terán,0078,La Escondida,1,8,4,0,1,0,1,4,1
19,Nuevo León,022,Gral. Terán,0081,La Esperanza,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0083,La Esperanza,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0084,El Espíritu,5,23,26,1,17,4,1.08,29,5
19,Nuevo León,022,Gral. Terán,0085,Falcones,1,3,3,0,3,0,1.75,3,1
19,Nuevo León,022,Gral. Terán,0087,Las Flores,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0088,La Florida,3,12,9,0,5,3,0.63,16,0
19,Nuevo León,022,Gral. Terán,0092,La Garita,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0095,La Gloria,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0100,La Granja,13,28,36,7,39,13,1.31,48,5
19,Nuevo León,022,Gral. Terán,0101,El Granjenal,4,30,28,5,33,7,0.82,47,0
19,Nuevo León,022,Gral. Terán,0103,Guadalupe,0,5,0,0,4,0,0.71,4,0
19,Nuevo León,022,Gral. Terán,0104,Guadalupe la Joya,7,47,16,2,13,3,0.91,41,0
19,Nuevo León,022,Gral. Terán,0112,Las Labores,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0114,La Laguna,4,29,40,6,30,16,0.94,52,2
19,Nuevo León,022,Gral. Terán,0119,La Leona,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0120,Los Lirios,0,8,2,1,0,0,0.80,4,0
19,Nuevo León,022,Gral. Terán,0124,La Loma,1,1,1,0,2,2,1.44,3,0
19,Nuevo León,022,Gral. Terán,0125,La Luz,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0127,El Llano (San Rafael del Llano),1,37,55,3,55,49,0.94,85,0
19,Nuevo León,022,Gral. Terán,0130,Las Majadas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0134,El Milagro,1,9,8,0,3,0,1.14,8,2
19,Nuevo León,022,Gral. Terán,0136,El Mimbre,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0140,El Mogollón,2,10,9,2,13,5,1.22,15,1
19,Nuevo León,022,Gral. Terán,0148,La Nieve,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0149,Noche Buena,1,2,8,2,0,0,2,3,2
19,Nuevo León,022,Gral. Terán,0150,Puerto Nogalillos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0151,El Dieciocho,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0154,Ojo de Agua,10,65,33,2,52,23,0.75,69,2
19,Nuevo León,022,Gral. Terán,0155,Los Olmos (Los Olmitos),1,4,3,0,0,0,0.62,4,0
19,Nuevo León,022,Gral. Terán,0157,Pajareños,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0170,Peñita,1,7,1,0,1,0,1.25,4,0
19,Nuevo León,022,Gral. Terán,0173,El Pinolillo,2,10,12,0,14,4,1.40,12,2
19,Nuevo León,022,Gral. Terán,0179,La Primavera de Jiménez,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0181,La Primavera,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0182,El Progreso,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0183,El Puertecito,2,6,4,1,7,0,1.33,7,0
19,Nuevo León,022,Gral. Terán,0186,La Purísima,19,64,90,7,75,23,1.31,104,6
19,Nuevo León,022,Gral. Terán,0187,La Purísima,2,14,6,0,5,1,1.09,11,0
19,Nuevo León,022,Gral. Terán,0188,Ramírez,10,34,55,5,73,15,0.91,79,0
19,Nuevo León,022,Gral. Terán,0190,Ranchos Unidos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0192,Bonito (La Bonita),*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0193,Rancho Nuevo,0,4,1,0,1,1,1.29,2,1
19,Nuevo León,022,Gral. Terán,0201,El Rincón,0,7,11,0,13,9,0.85,16,1
19,Nuevo León,022,Gral. Terán,0202,El Rodeo,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0203,El Roble,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0210,El Sabinito,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0212,Salinillas,0,2,8,0,3,0,1.75,4,1
19,Nuevo León,022,Gral. Terán,0217,San Antonio de la Joya,1,6,1,0,1,0,0.90,4,0
19,Nuevo León,022,Gral. Terán,0222,El Roble,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0223,San Diego,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0226,San Francisco,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0227,San Francisco del Quemado,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0228,San Isidro,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0230,San Joaquín,6,19,26,7,18,19,0.78,39,1
19,Nuevo León,022,Gral. Terán,0234,San José de Belén,1,4,3,1,0,0,1.71,3,1
19,Nuevo León,022,Gral. Terán,0236,San José de Belén,1,5,2,0,1,0,0.87,4,0
19,Nuevo León,022,Gral. Terán,0240,San Juanito,2,4,1,0,0,4,0.85,5,0
19,Nuevo León,022,Gral. Terán,0241,San Juanito,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0244,San Julián,1,15,13,1,25,4,1.02,23,0
19,Nuevo León,022,Gral. Terán,0245,San Lorenzo,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0247,San Miguel,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0249,San Miguel,1,0,5,0,0,1,0.54,5,0
19,Nuevo León,022,Gral. Terán,0251,San Pablo,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0255,San Pedro,9,54,67,12,71,34,0.74,107,1
19,Nuevo León,022,Gral. Terán,0258,San Pedro de los Reyes,0,7,4,0,1,0,0.59,8,0
19,Nuevo León,022,Gral. Terán,0259,San Rafael,5,8,13,0,9,2,0.85,17,2
19,Nuevo León,022,Gral. Terán,0260,El Zanjón,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0262,San Rafael de la Joya,7,11,5,1,0,0,1.18,10,0
19,Nuevo León,022,Gral. Terán,0265,Santa Cruz,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0266,Santa Elena,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0267,Santa Engracia,11,47,16,4,14,11,1.15,35,4
19,Nuevo León,022,Gral. Terán,0268,Santa Engracia,2,15,5,1,8,0,0.65,11,3
19,Nuevo León,022,Gral. Terán,0269,Santa Fe,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0271,Santa Isabel,0,5,4,0,1,0,0.92,5,1
19,Nuevo León,022,Gral. Terán,0272,Santa Lucía,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0277,Santa Ana Viejo,7,45,37,6,75,53,1.03,78,0
19,Nuevo León,022,Gral. Terán,0278,Santa Rita,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0279,Santa Rita,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0280,Santa Rita,5,29,30,3,28,13,1.04,39,3
19,Nuevo León,022,Gral. Terán,0282,Santa Rosa,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0287,La Soledad (La Chole),*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0289,El Soliceño,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0294,Terán [Estación],*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0295,El Terrero,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0298,Tlahualilo,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
19,Nuevo León,022,Gral. Terán,0299,El Toro,5,17,18,3,11,0,1.09,19,2
19,Nuevo León,022,Gral. Terán,0301,Las Tórtolas,0,6,4,1,2,0,1.19,5,1
19,Nuevo León,022,Gral. Terán,0302,Las Tres Marías,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0303,Tronconal,1,7,9,2,13,7,0.84,14,1
19,Nuevo León,022,Gral. Terán,0304,La Unión,8,47,44,11,60,40,0.83,90,1
19,Nuevo León,022,Gral. Terán,0309,San Jorge,1,2,0,0,2,1,1,3,0
19,Nuevo León,022,Gral. Terán,0310,Rancho Grande,0,3,0,2,1,0,0.60,3,0
19,Nuevo León,022,Gral. Terán,0312,Los Ébanos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0318,Terán Dos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0319,El Metate,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0320,San Francisco (La Cucaracha),*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0330,La Piedra,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0332,El Naranjo,0,17,6,3,4,2,1.04,16,1
19,Nuevo León,022,Gral. Terán,0333,El Carmen,0,3,7,0,5,7,0.95,10,0
19,Nuevo León,022,Gral. Terán,0334,San Isidro,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0337,La Luz,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0341,San Julián,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0342,Los Cuates,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0343,Las Comitas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0346,San José (San José de los Ortiz),*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0352,El Cuatro Tornillos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0353,San Antonio de las Flores,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0356,Rentería,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0357,Tamaulipeco,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0358,San Rafael de Rentería,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0361,Las Latas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0364,Nuevo Mundo,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0365,Santa Anita de la Joya,0,1,3,0,2,0,1.14,3,0
19,Nuevo León,022,Gral. Terán,0366,El Porvenir,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0367,Quince de Septiembre,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0369,San Francisco (Los Arjona),1,4,3,0,0,0,0.92,4,0
19,Nuevo León,022,Gral. Terán,0370,El Palmar de la Florida,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0371,Las Palmas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0372,San Diego,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0376,San Ignacio,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0381,El Panalito,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0385,San Pedro de los Olotitos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0386,La Escondida,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0388,Los Mimbres,0,6,9,0,3,2,0.86,9,0
19,Nuevo León,022,Gral. Terán,0390,La Libertad,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0391,San Juan de Vaquerías,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0393,Las Majadas,0,2,3,1,2,1,1.57,4,0
19,Nuevo León,022,Gral. Terán,0401,Los Lirios,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0403,San Ignacio,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0405,La Sierrita,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0408,Jesús María,0,4,1,0,2,1,2.17,3,0
19,Nuevo León,022,Gral. Terán,0428,Altamira (La Esperanza),*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0429,Los Brasiles,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0430,El Canelo,0,2,6,1,8,5,1.19,8,0
19,Nuevo León,022,Gral. Terán,0440,Gómez Palacio,0,3,3,0,1,0,1,3,0
19,Nuevo León,022,Gral. Terán,0441,María de los Ángeles,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0445,Ramírez,0,1,1,0,5,0,0.83,3,0
19,Nuevo León,022,Gral. Terán,0455,San José de la Brisa,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0456,Puerto las Comitas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0457,San Juan,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0464,Los Cristales,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0471,La Peña,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0479,Tres Marías,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0480,Santa Ángela,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0484,Casa Blanca,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0485,Los Laureles,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0487,El Ebanito,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0489,San Francisco,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0493,El Mexicano,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0496,Nuevo San Juan de Vaquerías,27,150,1,52,3,19,1.32,98,5
19,Nuevo León,022,Gral. Terán,0499,El Encinal,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0500,Terán Tres,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0501,La Máquina,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0502,Terán Uno,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0504,El Garañón,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0507,La Barreta de la Joya,0,6,5,0,0,4,1.18,6,0
19,Nuevo León,022,Gral. Terán,0508,El Treinta y Uno,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0512,Bonanza,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0513,Las Cruces,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0514,Las Peñas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0515,La Rosita,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0516,Lolo Islas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0518,San José,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0522,Los Aguacates,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0528,Los Jacales,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0530,El Pedregal,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0533,Rancho Bonito,0,3,2,0,0,0,0.75,3,0
19,Nuevo León,022,Gral. Terán,0534,El Oeste,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0535,Las Anacuas,1,2,2,0,3,0,0.87,4,1
19,Nuevo León,022,Gral. Terán,0536,Dolores,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0537,Hermanos Martínez,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0538,El Mogollón,0,2,1,0,2,2,0.60,3,0
19,Nuevo León,022,Gral. Terán,0539,San Pedro,0,6,6,1,3,2,1.13,7,0
19,Nuevo León,022,Gral. Terán,0540,San Rafael,3,10,7,1,15,1,0.86,15,2
19,Nuevo León,022,Gral. Terán,0541,La Loma,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0542,Soledad,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0546,La Palmita,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0554,Victorio Irlas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0555,San Agustín,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0556,El Sartenejo,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0559,El Vergel,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0561,San Pedro,2,4,4,1,5,1,1.26,7,0
19,Nuevo León,022,Gral. Terán,0562,El Mogollón,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0563,Vaquerías,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0566,El Teniente,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0567,El Gran Chaparral,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0570,La Aurora,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0571,El Chubasco,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0573,Nogalitos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0574,La Piedra,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0575,Las Coquenas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0578,Tierra Blanca,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0579,Tierra Blanca,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0581,La Laguna,1,7,6,1,3,3,0.90,8,1
19,Nuevo León,022,Gral. Terán,0582,Ranchos Unidos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0584,La Máquina,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0588,San Felipe de Jesús,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0592,Los Fresnos,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0594,El Espíritu (Sabino Gordo),*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0596,Ramírez,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0597,San Vicente,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0599,Alejandro Galván,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0605,El Roble,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0606,La Tejona,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0607,Las Majadas,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0608,Mata de Sandía,2,5,6,1,4,0,1.40,7,1
19,Nuevo León,022,Gral. Terán,0609,Las Anacuas,0,4,3,0,6,5,1,9,0
19,Nuevo León,022,Gral. Terán,0610,El Granjenal,1,7,0,0,4,1,0.50,7,0
19,Nuevo León,022,Gral. Terán,0611,San Isidro,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0613,Las Delicias,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0618,Buena Vista,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0622,El Salitre,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0626,La Palma,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0627,El Alto,0,3,2,0,2,0,2.40,2,1
19,Nuevo León,022,Gral. Terán,0630,Los Nogales,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0635,La Chapeña,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0636,La Ruana,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0641,El Ébano Grande,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0642,Buena Vista,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0652,El Tecolote,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0655,La Quineña,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0657,La Esperanza,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0658,El Metate Sur,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0661,La Calabacilla,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0662,Vaquerías,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0663,El Mirador,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0664,Veinte de Enero,*,*,*,*,*,*,*,*,*
19,Nuevo León,022,Gral. Terán,0665,La Corona,4,22,4,3,6,3,0.89,16,2
19,Nuevo León,022,Gral. Terán,0666,Camarillo,1,5,1,0,5,0,0.81,5,1
19,Nuevo León,022,Gral. Terán,0669,San Joaquín,0,1,2,0,1,4,1.27,3,0
