ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,P15YM_SE,P15PRI_IN,P15PRI_CO,P15SEC_IN,P15SEC_CO,P18YM_PB,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI
19,Nuevo León,000,Total de la entidad Nuevo León,0000,Total de la Entidad,95010,267377,431639,149693,865327,1341125,0.91,1147152,23952
19,Nuevo León,000,Total de la entidad Nuevo León,9998,Localidades de una vivienda,610,1900,1709,354,1398,756,*,2176,253
19,Nuevo León,000,Total de la entidad Nuevo León,9999,Localidades de dos viviendas,335,1079,861,155,584,297,*,1240,184
19,Nuevo León,001,Abasolo,0000,Total del Municipio,72,242,309,152,596,420,1.08,695,13
19,Nuevo León,001,Abasolo,9998,Localidades de una vivienda,1,2,3,2,4,3,*,6,0
19,Nuevo León,001,Abasolo,9999,Localidades de dos viviendas,0,0,2,0,1,1,*,3,0
19,Nuevo León,001,Abasolo,0001,Abasolo,55,188,190,119,403,344,1.03,500,2
19,Nuevo León,001,Abasolo,0008,La Gloria,*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0009,Los Ligeros,*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0011,La Muralla,*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0021,Abasolo,0,0,3,1,4,2,2,5,0
19,Nuevo León,001,Abasolo,0025,Casa Rosa (Los Olivos),*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0033,Yamallel,*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0036,Los Lozano,*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0037,La Placeta,*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0040,Cuatro Vientos,*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0042,Los Diez (La Tripona),*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0044,Las Palmas,*,*,*,*,*,*,*,*,*
19,Nuevo León,001,Abasolo,0046,Colinas del Fraile,0,2,6,1,5,2,1.72,3,4
19,Nuevo León,001,Abasolo,0047,Alberto Villarreal,16,50,105,29,179,68,1.21,178,7
19,Nuevo León,002,Agualeguas,0000,Total del Municipio,162,574,688,161,482,455,0.80,1152,11
19,Nuevo León,002,Agualeguas,9998,Localidades de una vivienda,1,26,21,6,11,7,*,32,2
19,Nuevo León,002,Agualeguas,9999,Localidades de dos viviendas,4,7,7,1,6,3,*,13,1
19,Nuevo León,002,Agualeguas,0001,Agualeguas,119,282,285,105,287,345,0.76,664,2
19,Nuevo León,002,Agualeguas,0004,Agua Blanca,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0009,Tres Hermanos,3,9,11,7,6,3,1.07,14,0
19,Nuevo León,002,Agualeguas,0012,Cieneguitas,3,15,18,4,7,6,0.98,18,2
19,Nuevo León,002,Agualeguas,0017,La Escondida,3,38,55,3,21,15,0.86,60,0
19,Nuevo León,002,Agualeguas,0020,El Maguey,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0021,Los Garza,6,32,77,5,52,19,0.79,85,0
19,Nuevo León,002,Agualeguas,0022,La Gloria,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0027,Lagunillas (San José Lagunillas),1,20,14,2,3,5,0.98,19,1
19,Nuevo León,002,Agualeguas,0030,Los Martínez,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0033,El Milagro,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0035,El Nogal,1,14,20,0,7,2,0.90,19,0
19,Nuevo León,002,Agualeguas,0036,Los Nogales,11,53,78,13,44,34,0.80,106,0
19,Nuevo León,002,Agualeguas,0037,Ojo de Agua,1,27,27,2,7,7,0.75,34,0
19,Nuevo León,002,Agualeguas,0041,El Papalote,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0045,El Prieto,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0047,La Purísima,0,1,3,0,1,0,0.67,3,0
19,Nuevo León,002,Agualeguas,0048,Rancho Nuevo,5,40,67,9,22,8,0.77,74,2
19,Nuevo León,002,Agualeguas,0060,Los Vázquez,1,3,2,1,3,0,1.06,4,0
19,Nuevo León,002,Agualeguas,0076,El Recodo,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0087,Rancho Seco,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0090,Puerta las Ovejas,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0091,Minerva,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0097,Los Robles,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0111,San José,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0131,San Andrés (Marín de Porras),*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0134,Tío Mario,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0136,Piedra Parada,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0140,La Brisa,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0154,Chapa Ramos Dos,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0163,El Roble,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0166,San Cristóbal,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0170,Los Mezquites,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0173,El Derrame,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0176,Sagrado Corazón (Los Gutiérrez),*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0177,El Chamizal,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0180,La Conchita,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0181,La Barreta,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0182,Santa Fe,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0189,Jesús Vázquez,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0200,El Potrero,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0204,El Guajolote,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0219,Ruperto Quiroga Landa,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0221,San José,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0223,Ninguno,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0228,Los Elizondo Número Uno,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0241,San Roberto,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0242,Santos Valadez (Piedra Parada),*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0246,Lázaro Maldonado,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0264,Agualeguas,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0270,José Luis Mayo,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0282,Ramón Cantú,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0283,El Abuelo,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0297,Dermy,*,*,*,*,*,*,*,*,*
19,Nuevo León,002,Agualeguas,0306,Raúl Molina,3,7,3,3,5,1,1.57,7,1
19,Nuevo León,003,Los Aldamas,0000,Total del Municipio,65,349,257,37,219,92,0.71,463,1
19,Nuevo León,003,Los Aldamas,9998,Localidades de una vivienda,5,7,2,0,1,0,*,6,0
19,Nuevo León,003,Los Aldamas,9999,Localidades de dos viviendas,0,7,0,0,2,1,*,4,0
19,Nuevo León,003,Los Aldamas,0001,Los Aldamas,34,131,115,11,85,50,0.65,190,1
19,Nuevo León,003,Los Aldamas,0004,Barrio Aldamas,5,66,43,6,23,11,0.82,69,0
19,Nuevo León,003,Los Aldamas,0006,Buena Vista,0,1,1,0,2,0,0.56,3,0
19,Nuevo León,003,Los Aldamas,0010,Aldama [Estación],16,104,86,18,100,29,0.73,163,0
19,Nuevo León,003,Los Aldamas,0016,La Palmita,2,9,4,0,2,0,0.63,9,0
19,Nuevo León,003,Los Aldamas,0022,San Pedro,2,9,3,0,2,0,0.50,8,0
19,Nuevo León,003,Los Aldamas,0031,La Sandía,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
19,Nuevo León,003,Los Aldamas,0037,La Loma [Ganadera],1,15,3,2,2,1,1.24,11,0
19,Nuevo León,003,Los Aldamas,0040,El Pizarro,*,*,*,*,*,*,*,*,*
19,Nuevo León,003,Los Aldamas,0047,Las Enramaditas,*,*,*,*,*,*,*,*,*
19,Nuevo León,003,Los Aldamas,0059,Facunda García,*,*,*,*,*,*,*,*,*
19,Nuevo León,003,Los Aldamas,0060,Ninguno,*,*,*,*,*,*,*,*,*
19,Nuevo León,003,Los Aldamas,0075,Los Cinco Hermanos,*,*,*,*,*,*,*,*,*
19,Nuevo León,003,Los Aldamas,0080,Santa Fe,*,*,*,*,*,*,*,*,*
19,Nuevo León,003,Los Aldamas,0088,Paso la Cuna,*,*,*,*,*,*,*,*,*
19,Nuevo León,003,Los Aldamas,0095,Arturo Chavero,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0000,Total del Municipio,673,3451,4690,1085,6259,5684,0.91,9009,139
19,Nuevo León,004,Allende,9998,Localidades de una vivienda,6,9,13,0,9,4,*,15,1
19,Nuevo León,004,Allende,9999,Localidades de dos viviendas,2,2,6,1,7,2,*,10,0
19,Nuevo León,004,Allende,0001,Ciudad de Allende,502,2434,3599,875,5056,4945,0.90,7157,113
19,Nuevo León,004,Allende,0002,Altamira,4,6,16,1,8,11,1.04,19,0
19,Nuevo León,004,Allende,0004,Atongo de Arriba,0,13,4,0,11,3,0.90,14,0
19,Nuevo León,004,Allende,0005,La Boquilla (Las Boquillas),2,26,30,8,43,26,1.03,53,0
19,Nuevo León,004,Allende,0006,El Cerrito,7,44,58,14,31,24,0.99,78,0
19,Nuevo León,004,Allende,0007,La Colmena de Abajo,6,24,20,3,30,9,0.99,36,1
19,Nuevo León,004,Allende,0008,La Colmena de Arriba,3,26,28,9,31,22,0.96,48,0
19,Nuevo León,004,Allende,0010,Los Aguirre,2,28,12,5,27,10,0.89,36,1
19,Nuevo León,004,Allende,0011,Chancaca (Los Chancacos),1,6,5,0,5,14,0.78,12,0
19,Nuevo León,004,Allende,0012,Los Guzmán,9,42,40,9,44,31,0.90,68,1
19,Nuevo León,004,Allende,0014,Lazarillos de Abajo,4,57,57,10,83,76,0.81,123,1
19,Nuevo León,004,Allende,0015,Lazarillos de Arriba,8,46,38,6,34,23,0.84,75,0
19,Nuevo León,004,Allende,0016,Mata de Guaje,0,10,11,2,12,3,1.18,16,0
19,Nuevo León,004,Allende,0017,La Nueva Esperanza,0,1,1,0,6,12,1.09,8,0
19,Nuevo León,004,Allende,0018,Paso Hondo,16,102,139,25,127,100,0.95,205,1
19,Nuevo León,004,Allende,0019,La Paz,0,10,5,1,1,4,1,9,1
19,Nuevo León,004,Allende,0020,El Porvenir,13,77,70,13,92,47,1,131,1
19,Nuevo León,004,Allende,0021,Raíces,5,17,7,1,8,0,1,16,1
19,Nuevo León,004,Allende,0022,Los Sabinos (Sabinos de Abajo),28,139,178,23,212,139,0.85,308,3
19,Nuevo León,004,Allende,0023,San Antonio (Hacienda San Antonio),15,75,86,13,90,28,0.95,133,2
19,Nuevo León,004,Allende,0024,Los Terreros,4,41,46,14,81,30,1.06,88,0
19,Nuevo León,004,Allende,0025,El Venado,1,9,5,0,8,1,1,11,1
19,Nuevo León,004,Allende,0026,Jáuregui,8,68,89,22,76,36,1.06,119,3
19,Nuevo León,004,Allende,0029,Los Barros,2,3,4,2,6,12,0.85,13,0
19,Nuevo León,004,Allende,0034,El Maguey,2,23,18,5,12,7,1.56,24,2
19,Nuevo León,004,Allende,0035,La Orquídea Blanca,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0036,El Rosario (El Reparo),*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0037,San Carlos,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0042,Bejarán (La Gloria),*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0046,Las Puentes,0,12,5,1,9,9,0.68,14,1
19,Nuevo León,004,Allende,0050,Atongo de Abajo (Atongo Allende),4,37,32,8,40,28,0.84,66,0
19,Nuevo León,004,Allende,0051,La Cañada Honda,0,11,8,0,9,2,1.45,14,0
19,Nuevo León,004,Allende,0054,Los Leales,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0059,El Mentidero,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0063,El Olmo (Meseta del Pato),2,5,11,2,9,2,1.70,9,1
19,Nuevo León,004,Allende,0064,El Pato,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0065,El Provisor,4,7,5,1,6,1,1.43,10,1
19,Nuevo León,004,Allende,0068,San Gabriel,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0069,San Jorge,0,5,2,1,3,2,1.24,6,0
19,Nuevo León,004,Allende,0071,Loma de los Cavazos (María de la Luz),*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0077,Vicente Salazar (Labores Nuevas),2,4,4,1,5,1,1.11,5,1
19,Nuevo León,004,Allende,0078,La Coma,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0079,El Tulapan,1,2,1,1,3,0,1.50,3,0
19,Nuevo León,004,Allende,0080,Allende [Unidad Avícola],*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0081,El Pato (Meseta del Pato),2,5,3,0,0,0,1,4,0
19,Nuevo León,004,Allende,0082,Tres Botellas (El Olmo),0,0,0,1,4,0,1,2,0
19,Nuevo León,004,Allende,0083,El Olmo,0,3,2,0,0,0,0.63,3,0
19,Nuevo León,004,Allende,0084,Felícitos Rodríguez Cavazos,2,5,1,0,2,1,1.33,4,0
19,Nuevo León,004,Allende,0085,El Faisán,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0086,Ashram el Cerrito (Granja el Canelo),*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0087,Los Sabinos de Arriba,0,1,6,0,1,0,0.62,5,0
19,Nuevo León,004,Allende,0091,Loma Martínez,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0097,Catorce de Septiembre,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0099,La Conchita (Kilómetro Dos),*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0101,Las Pléyades,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0102,Las Cruces [Carretera Nacional Kilómetro 236],4,8,15,4,10,3,1.31,17,2
19,Nuevo León,004,Allende,0105,San Javier,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0111,Colinas del Vergel,0,0,0,0,0,6,0.73,3,0
19,Nuevo León,004,Allende,0112,Los Naranjos,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0113,Villas de San Antonio,0,1,1,1,1,4,0.81,4,0
19,Nuevo León,004,Allende,0117,Campestre All Green,2,2,5,0,3,2,1.06,7,0
19,Nuevo León,004,Allende,0118,Villas Campestres de Rancho Grande,0,5,4,2,4,4,1.43,8,0
19,Nuevo León,004,Allende,0119,San Ángel,*,*,*,*,*,*,*,*,*
19,Nuevo León,004,Allende,0123,La Palapa,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0000,Total del Municipio,619,2283,2702,716,2456,2879,1,4619,225
19,Nuevo León,005,Anáhuac,9998,Localidades de una vivienda,40,174,123,12,52,29,*,167,31
19,Nuevo León,005,Anáhuac,9999,Localidades de dos viviendas,10,36,40,5,19,7,*,47,13
19,Nuevo León,005,Anáhuac,0001,Anáhuac,509,1842,2342,668,2233,2730,1,4113,133
19,Nuevo León,005,Anáhuac,0016,Jarita [Estación],*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0017,El Milagro,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0018,Nuevo Anáhuac,20,32,15,0,11,5,1.27,15,17
19,Nuevo León,005,Anáhuac,0019,Nuevo Camarón,1,21,18,2,2,2,1,15,3
19,Nuevo León,005,Anáhuac,0020,Nuevo Rodríguez,7,23,15,2,13,4,0.93,24,6
19,Nuevo León,005,Anáhuac,0025,La Burra,0,1,2,1,1,0,0.50,3,0
19,Nuevo León,005,Anáhuac,0032,Regantes Número Catorce,0,3,4,0,4,1,1.08,4,0
19,Nuevo León,005,Anáhuac,0035,Regantes Número Diecinueve,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0039,Regantes Número Veintisiete,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0042,Omar Cárdenas Guzmán,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0045,Salinillas,4,17,20,3,16,3,1.44,26,3
19,Nuevo León,005,Anáhuac,0046,San Francisco,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0048,Las Bugambilias,0,3,2,1,0,0,1.14,3,0
19,Nuevo León,005,Anáhuac,0054,El Nuevo Pillaje (Los Bancos),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0055,Los Difuntos (San Fernando),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0058,El Pillaje,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0059,Cuevas Pintas,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0060,Laguna de la Leche (San Pablo),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0061,El Cuervo,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0062,La Capilla,0,5,1,0,0,0,2.40,3,0
19,Nuevo León,005,Anáhuac,0075,San Nicolás,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0078,Las Compuertas,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0083,Los Santiagos,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0088,El Triángulo,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0094,Las Víboras,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0099,La Bota,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0103,Cucuyas,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0104,San José,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0109,El Perico,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0112,Camarón [Estación],*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0113,El Puerto,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0114,Alto Anáhuac,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0120,Leonardo Martínez,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0130,La Venada,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0132,El Tapeiste,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0133,Las Moras,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0137,Casa Blanca,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0142,San Miguelito,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0151,El Nogal,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0156,La Batidora,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0164,La Noria,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0170,San Alberto,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0183,El Centenario,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0185,El Rincón,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0186,Palo Hueco,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0187,El Setenta,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0209,Colombia,19,70,65,15,85,84,1.06,140,9
19,Nuevo León,005,Anáhuac,0210,Colombia,0,4,6,1,5,1,1.50,5,1
19,Nuevo León,005,Anáhuac,0212,La Cruz,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0219,La Capilla Lado Sur (La Capilla),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0232,Guadalupe (Bernabé),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0242,La Charretera (Los Arcos),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0244,El Coche,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0249,La Pita,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0253,El Cuarenta,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0256,Los Cueva,2,0,2,1,1,0,1.17,3,1
19,Nuevo León,005,Anáhuac,0257,La Curva,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0259,Diez Hermanos (Los Alvarado),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0262,El Doce,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0265,Doña Sofía,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0276,Los Garza,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0278,La Gloria,1,13,17,0,6,2,1.48,16,1
19,Nuevo León,005,Anáhuac,0284,Los Hernández,0,2,5,0,0,1,1.29,3,0
19,Nuevo León,005,Anáhuac,0287,Inés Rodríguez (San Antonio),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0292,Los Laureles,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0298,Las Margaritas,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0304,Mata,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0307,El Moro,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0311,Los Monsiváis,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0313,El Noventa y Uno,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0319,Las Peñas,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0325,Felipe Balderas,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0326,Puente del Río Salado,0,8,8,1,2,3,1.38,7,1
19,Nuevo León,005,Anáhuac,0330,Rancho Nuevo y Hermanas,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0331,Rancho Seco,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0332,La Rápida,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0337,El Refugio,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0338,Regantes Número Treinta y Dos,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0342,La Rosita,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0344,Los Salazar,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0356,San Juan (Los Trejo),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0357,San Juan,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0358,San Luis,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0359,San Miguel,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0364,Santa Gertrudis,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0373,Los Torres,0,3,4,1,0,1,1.75,4,0
19,Nuevo León,005,Anáhuac,0376,El Treinta y Cuatro,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0380,Dos Hermanos,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0390,El Zafiro,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0395,Anselmo Rivera,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0398,Las Cinco Emes,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0399,Cruz Niño (María Elena Hernández),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0401,Los Campozano,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0406,Fernando Montemayor,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0409,El Durazno (Los Álamos),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0410,Gracias a Dios,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0411,El Garceño,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0413,Los Gómez,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0418,Jesús Benítez,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0422,Kilómetro Veintiocho,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0427,Miguel Vargas,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0430,El Nogal,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0440,La Palma,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0446,Pinal,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0447,El Capitán (San Elías),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0449,Los Requejo,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0453,San Reynaldo,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0454,Santos Torres,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0456,San Vicente,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0467,Los Tres Antonios,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0469,Victoriano Muñiz,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0476,Don Alfonso (La Trinidad),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0480,Alfredo López,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0482,El Capricho,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0483,Roberto Flores (La Palma),*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0484,José Baldazo,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0496,Palo Blanco,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0497,Elías García,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0499,Catarino Garza,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0500,El Noventa y Ocho,*,*,*,*,*,*,*,*,*
19,Nuevo León,005,Anáhuac,0503,Rogelio Camacho,*,*,*,*,*,*,*,*,*
