NOM_ENT,NOM_LOC,P15.sesc,P15cpri.inc,P15cpri.com,P15csec.inc,P15csec.com,P18.c.post,VIV5_R,VIV6.complemento,VIV6,CVEGEO
Nuevo León,La Barranca,0,5,4,0,3,0,2.22,4,1,190090190
Nuevo León,Los Serrano,2,1,2,0,3,0,1.2,3,0,190090192
Nuevo León,La Estrella,1,1,2,0,2,3,1.45,3,0,190090201
Nuevo León,El Durazno,10,26,25,3,13,3,1.56,31,0,190090209
Nuevo León,Providencia,0,0,1,1,3,3,0.92,3,0,190090213
Nuevo León,La Meza,2,7,11,0,2,1,1.65,12,0,190090214
Nuevo León,Santa Cruz,1,1,1,1,1,0,0.57,3,0,190090215
Nuevo León,Las Adjuntas,2,10,2,1,2,3,1.09,5,4,190090225
Nuevo León,Hidalgo (La Presa),1,6,1,0,5,0,0.89,7,1,190090228
Nuevo León,El Tigre,0,3,1,3,3,0,1.31,4,0,190090239
Nuevo León,San Rafael (Camino a el Sauz),2,3,4,0,5,1,2.33,5,1,190090261
Nuevo León,Labores Nuevas,0,3,3,2,1,0,2.5,2,2,190090283
Nuevo León,La Laguna,0,0,9,0,1,1,1.63,3,0,190090285
Nuevo León,La Laguna,1,1,3,1,0,1,0.9,3,0,190090286
Nuevo León,Lajitas (Lajitas del Durazno),1,4,5,0,0,0,1.44,4,0,190090287
Nuevo León,Lajitas de Arriba,3,9,8,3,5,1,1.29,10,0,190090288
Nuevo León,La Nutria,3,13,12,0,8,4,1.21,16,0,190090295
Nuevo León,Las Palmas,2,15,8,1,13,2,0.98,18,0,190090298
Nuevo León,Las Palomitas (La Fragua),6,22,24,5,32,4,1.14,34,7,190090299
Nuevo León,El Mirador (El Ranchero),1,12,6,4,13,9,1.55,18,1,190090304
Nuevo León,La Presa (Rancho Vega),0,1,4,0,3,1,1.56,5,0,190090305
Nuevo León,El Palmerío de los Cordero (Ojos de Agua),1,4,2,0,0,1,0.91,3,0,190090346
Nuevo León,Érika,0,1,1,1,1,2,3,3,0,190090375
Nuevo León,Los Guajes,1,5,2,3,0,0,0.88,6,0,190090382
Nuevo León,Santa Cecilia,2,1,10,6,5,1,1.7,9,0,190090396
Nuevo León,Los Milagros,2,7,3,2,2,1,1.79,7,0,190090442
Nuevo León,Los Terreros,0,2,1,1,2,4,1,4,0,190090452
Nuevo León,Puerto Paraíso,0,10,10,1,1,1,1.27,9,0,190090510
Nuevo León,La Presa (Salazar),0,3,2,0,0,0,0.6,3,0,190090522
Nuevo León,El Olvido,3,5,10,2,2,0,2.1,11,0,190090535
Nuevo León,Las Sabinas,1,15,22,3,17,4,1.09,25,0,190090540
Nuevo León,El Mezcal,20,41,23,6,24,8,1.48,47,4,190090543
Nuevo León,San Martín,1,5,2,1,1,3,1.43,6,0,190090549
Nuevo León,Teléfonos de México [Centro Recreativo],3,1,1,0,2,1,1.63,3,0,190090553
Nuevo León,Los Ébanos,0,3,2,0,1,0,1.29,4,0,190090555
Nuevo León,San Ramón (El Topetón),0,0,2,0,4,0,1.5,3,0,190090567
Nuevo León,La Prietita,0,0,6,0,0,1,1.29,3,0,190090569
Nuevo León,El Milagro,2,2,3,0,4,0,1.17,4,0,190090570
Nuevo León,Tecampo,7,9,22,0,14,0,1.2,18,0,190090585
Nuevo León,San Rafael,4,13,21,12,12,3,1.48,27,0,190090586
Nuevo León,San Isidro,0,1,4,1,5,4,1.71,6,0,190090600
Nuevo León,Palmitos,0,4,0,2,6,0,0.89,6,0,190090607
Nuevo León,La Esperanza,0,2,3,0,1,0,1.11,3,0,190090608
Nuevo León,La Chueca (El Faisán),0,3,3,0,3,0,2.71,3,0,190090621
Nuevo León,La Chueca,1,0,5,1,6,0,0.95,6,0,190090623
Nuevo León,Santa Efigenia (Campestre),1,4,2,1,3,2,1.25,4,1,190090630
Nuevo León,Palmitos,1,13,19,6,17,2,1.67,13,4,190090646
Nuevo León,Puerta Dorada,1,5,3,1,2,1,0.82,6,0,190090654
Nuevo León,Campestre Providencia,2,2,1,0,0,0,0.88,3,0,190090655
Nuevo León,Proyecto Palmitos Dos,0,0,6,0,3,0,2.4,3,0,190090659
Nuevo León,Ampliación San Juan,1,4,2,0,2,2,0.65,6,2,190090661
Nuevo León,Total del Municipio,354,993,1899,699,3704,2555,1.16,4214,121,190100000
Nuevo León,Carmen,226,601,1179,338,2081,1820,1,2553,16,190100001
Nuevo León,Los Algodones,0,0,0,1,3,5,1.17,4,0,190100004
Nuevo León,Yurico,1,11,15,7,12,2,2.12,17,0,190100050
Nuevo León,Fraccionamiento del Valle,22,23,43,8,55,29,1.17,49,3,190100069
Nuevo León,San Juan del Pedregal,0,0,3,0,1,9,1,6,0,190100092
Nuevo León,Emiliano Zapata,11,43,36,3,37,34,1.2,56,27,190100113
Nuevo León,El Barril,1,4,1,0,2,1,1.33,4,1,190100114
Nuevo León,El Ranchito,4,3,2,4,2,0,1.8,3,5,190100124
Nuevo León,Buena Vista,12,28,132,63,551,357,1.02,515,9,190100129
Nuevo León,Alianza Real,72,270,475,271,936,290,2.07,989,58,190100131
Nuevo León,Total del Municipio,351,1189,1034,280,1675,990,0.89,2389,15,190110000
Nuevo León,Ciudad Cerralvo,286,977,890,262,1595,959,0.88,2145,6,190110001
Nuevo León,Arroyo de Piedra,0,6,3,0,2,2,1.07,6,0,190110007
Nuevo León,Botellos de Arriba,10,21,17,1,5,4,1.18,19,2,190110016
Nuevo León,Carboneras,1,4,2,0,0,0,1.29,4,0,190110028
Nuevo León,La Ermita,0,5,4,0,0,0,3,3,0,190110055
Nuevo León,Juárez,7,44,35,6,21,7,0.94,49,2,190110083
Nuevo León,Martinitos,0,28,11,0,5,2,0.6,20,1,190110095
Nuevo León,Mojarras,5,10,6,0,7,3,0.85,11,0,190110100
Nuevo León,El Palmarito,1,5,1,0,0,0,1.17,3,0,190110117
Nuevo León,El Uno,0,1,3,0,5,0,3.6,4,0,190110138
Nuevo León,Uña de Gato,9,22,9,1,4,1,0.58,24,1,190110172
Nuevo León,El Nogalito,2,0,4,0,1,0,1.63,2,1,190110219
Nuevo León,Cal Roma,0,2,0,0,1,2,0.39,3,0,190110252
Nuevo León,Santa Mónica,0,0,3,4,1,0,2.17,4,0,190110405
Nuevo León,El Herradero,4,1,0,0,0,1,0.78,2,0,190110407
Nuevo León,La Curva,1,0,0,0,2,2,0.6,3,0,190110425
Nuevo León,El Rodeo,0,1,2,2,1,3,0.71,4,0,190110430
Nuevo León,Total del Municipio,443,1464,2578,955,6198,3767,1.06,6293,83,190120000
Nuevo León,Ciénega de Flores,339,1126,1713,617,3583,2245,1.05,3766,35,190120001
Nuevo León,San Francisco Uno,0,5,0,2,4,0,1.33,5,0,190120045
Nuevo León,Villas Campestres,11,20,43,17,62,63,0.95,84,3,190120078
Nuevo León,Nora Nelly Uno,3,5,8,1,7,1,1.31,11,0,190120089
Nuevo León,Tierra Blanca,4,5,4,0,2,0,0.56,7,2,190120103
Nuevo León,Santa María,4,5,4,2,3,0,1.86,7,0,190120114
Nuevo León,El Puerto,0,2,3,0,3,2,1.13,5,1,190120134
Nuevo León,Tierra Blanca,3,3,3,0,8,1,1.13,8,1,190120139
Nuevo León,San Francisco Dos,3,3,4,2,0,0,1.45,5,0,190120140
Nuevo León,San Luis,3,6,8,1,10,9,0.79,15,2,190120146
Nuevo León,Portal de las Salinas,23,67,210,94,759,404,0.93,721,0,190120152
Nuevo León,Los Panchos,1,1,0,0,1,3,0.67,3,0,190120155
Nuevo León,Real del Sol,39,190,545,212,1728,1023,1.18,1603,37,190120211
Nuevo León,Campestre la Fortuna,1,3,2,0,3,2,0.67,5,0,190120226
Nuevo León,Total del Municipio,455,1834,1552,446,1916,1552,0.85,3130,32,190130000
Nuevo León,China,332,1343,1206,367,1627,1449,0.82,2536,5,190130001
Nuevo León,Barranco de Reyes,1,1,4,0,0,0,0.6,3,0,190130019
Nuevo León,La Bóveda,1,5,1,0,0,0,0.58,3,0,190130029
Nuevo León,Empalme Herreras,0,2,1,1,0,0,0.5,3,0,190130091
Nuevo León,Guadalupe (Guadalupe Uno),0,4,0,0,0,0,1,2,1,190130114
Nuevo León,El Hueso,0,3,3,0,0,0,0.43,4,1,190130121
Nuevo León,Los Lirios,4,7,6,1,0,1,1.63,8,0,190130138
Nuevo León,La Morita,2,9,19,2,7,5,0.72,21,0,190130156
Nuevo León,Las Muchachitas (Las Muchachas),0,1,0,0,1,4,0.89,3,0,190130158
Nuevo León,El Oscuro,3,3,3,0,7,0,0.86,6,0,190130161
Nuevo León,El Cuchillo (Paso de la Loma),2,17,3,2,0,5,0.77,12,0,190130177
Nuevo León,Santa Teresa,0,2,5,0,5,5,1.53,4,0,190130291
Nuevo León,Vía Nueva (Villa Nueva),1,3,4,1,1,2,0.76,7,0,190130318
Nuevo León,Santa Mónica,0,9,4,1,1,5,0.5,9,0,190130325
Nuevo León,La Unión (Rancho Nuevo),1,5,7,0,1,0,1.13,4,2,190130432
Nuevo León,El Canelo,0,0,1,0,1,2,0.8,3,0,190130433
Nuevo León,San Juanito,0,0,5,0,2,1,1.11,4,0,190130456
Nuevo León,San Diego,0,2,2,1,1,0,0.73,3,0,190130465
Nuevo León,Santa Elena,1,1,1,0,5,0,1.71,1,2,190130466
Nuevo León,Las Delicias,0,4,6,0,2,0,1.07,5,0,190130509
Nuevo León,Francisco I. Madero,9,34,15,12,23,4,1.07,40,0,190130512
Nuevo León,La Barreta (La Barreta Dos),1,2,3,0,1,0,0.78,3,0,190130521
Nuevo León,La Barreta (La Barreta Tres),25,92,65,23,119,30,1.23,118,5,190130526
Nuevo León,Buenos Aires,0,7,4,3,5,0,1.85,3,3,190130574
Nuevo León,Doctor Ignacio Morones Prieto,6,45,11,3,14,9,1.04,35,2,190130594
Nuevo León,Los Lirios,3,7,3,0,5,1,1.5,6,0,190130736
Nuevo León,Las Colimas,1,1,2,2,4,0,0.93,6,0,190130788
Nuevo León,Guadalupe,0,2,4,0,2,0,0.92,4,0,190130909
Nuevo León,San Miguel,1,0,4,0,4,0,1.08,4,0,190130915
Nuevo León,El Dulce,0,0,4,5,7,3,0.79,8,0,190131105
Nuevo León,El Catorce de Mayo,3,1,3,1,3,1,2.33,4,0,190131123
Nuevo León,Las Flores,2,5,2,0,0,0,0.64,3,0,190131155
Nuevo León,Total del Municipio,2732,6216,5258,1366,4727,2985,1.16,7771,657,190140000
Nuevo León,Doctor Arroyo,347,998,1134,358,1498,2045,1.09,2201,104,190140001
Nuevo León,Acuña,21,57,62,24,71,42,0.88,107,2,190140002
Nuevo León,Agua Nueva,18,37,66,7,20,3,1.81,46,4,190140003
Nuevo León,Puerta de Aguilar,14,50,66,13,30,2,1.3,56,4,190140004
Nuevo León,Palmillas (Aguilillas),5,10,6,3,10,0,1.33,11,1,190140005
Nuevo León,La Agüita,6,42,40,10,7,1,1.41,37,4,190140006
Nuevo León,El Álamo,14,42,34,6,25,6,1.14,42,0,190140007
Nuevo León,Albercones,23,46,32,11,48,22,1.27,68,3,190140008
Nuevo León,Los Altitos,5,23,22,4,14,0,2.28,12,5,190140009
Nuevo León,Álvaro Obregón (Cruz de Costilla),15,18,16,2,17,2,0.94,24,1,190140010
Nuevo León,Amaro,23,45,27,4,39,2,1.26,47,8,190140011
Nuevo León,Los Arreozola,5,16,21,7,17,1,1.71,18,4,190140012
Nuevo León,La Bolsa,17,50,27,9,30,0,1.18,38,5,190140014
Nuevo León,La Bolsa y Flores,4,8,6,0,8,2,1.21,13,0,190140015
Nuevo León,La Boquilla,7,13,11,3,6,2,1.05,14,3,190140016
Nuevo León,Boquillas,16,85,88,4,24,4,1.37,71,3,190140017
Nuevo León,El Canelo,9,34,19,9,32,8,1.09,36,3,190140020
Nuevo León,Capaderito,6,39,48,6,18,2,1.26,42,2,190140021
Nuevo León,El Capadero (Capadero Grande),3,8,7,3,4,0,1.35,9,1,190140022
Nuevo León,Carmen de la Laja,22,73,69,12,44,20,1.21,82,5,190140023
Nuevo León,Carmen de Castaño,57,71,28,21,59,4,1.42,70,7,190140024
Nuevo León,Las Catorce,28,38,37,16,38,1,1.46,42,4,190140025
Nuevo León,El Cerrito del Aire,6,37,23,3,15,6,1,36,0,190140026
Nuevo León,Cerrito de Vacas,20,35,31,6,17,11,1.13,36,2,190140027
Nuevo León,Coloradas,25,79,44,10,22,4,1.29,57,11,190140028
Nuevo León,La Concepción,23,63,20,6,40,4,1.26,50,8,190140029
Nuevo León,El Consuelo,12,34,28,6,28,6,0.82,35,3,190140030
Nuevo León,La Contra de los Chávez,2,2,7,1,2,0,1.38,3,1,190140031
Nuevo León,Cruz de Elorza,50,98,41,8,55,36,0.85,107,11,190140032
Nuevo León,Los Cuartos,6,29,32,5,32,8,1.14,41,1,190140033
Nuevo León,San Isidro de Martínez (Las Cuatas),12,9,5,1,8,1,0.92,12,0,190140034
Nuevo León,Charco de la Granja,6,21,14,12,21,13,1.53,27,1,190140035
Nuevo León,El Charquillo,11,33,46,12,57,46,1.06,71,1,190140036
Nuevo León,La Chiripa,10,28,32,8,21,3,1.49,31,2,190140037
Nuevo León,San Francisco de los Desmontes,3,13,21,4,14,1,1.35,19,1,190140039
Nuevo León,La Escondida de Arzola,25,12,30,9,19,3,1.19,28,1,190140041
Nuevo León,San José de la Luz,14,22,17,1,2,0,1.63,18,3,190140042
Nuevo León,Estanque Nuevo,23,31,20,1,4,3,1.14,30,0,190140043
Nuevo León,Guadalupe de Silva,6,34,19,4,27,10,1.2,24,5,190140045
Nuevo León,Las Huertas de Quiroga,18,26,8,2,1,0,1.39,18,2,190140046
Nuevo León,El Jabalí,1,3,0,0,0,0,0.54,3,0,190140047
Nuevo León,Las Jarillas,11,33,25,4,21,3,1.13,36,1,190140048
Nuevo León,El Jarro,10,22,18,8,19,5,0.97,31,1,190140049
Nuevo León,Jesús María de Berrones,8,55,49,4,23,2,1.35,36,14,190140050
Nuevo León,Jesús María y el Salto,10,47,50,6,23,5,1.4,37,4,190140051
Nuevo León,La Joya del Orégano,2,3,5,0,4,8,1.25,8,0,190140053
Nuevo León,Lagunita de Castillo,23,83,72,11,70,6,1.31,87,9,190140054
Nuevo León,Lagunita y Ranchos Nuevos,6,22,18,3,7,4,1.05,20,3,190140056
Nuevo León,La Lagunita,8,17,16,5,10,4,1.44,21,5,190140057
Nuevo León,La Lajita,12,42,27,5,28,17,0.88,48,1,190140059
Nuevo León,El Leoncito,10,20,8,0,4,0,0.83,15,3,190140060
Nuevo León,La Lobera de Loera,1,6,0,0,0,1,0.89,3,0,190140061
Nuevo León,La Lobera de Portillo,6,36,17,4,20,1,1.53,28,1,190140062
Nuevo León,Entronque los Medina (La Loma),21,19,35,15,68,53,1.12,80,4,190140063
Nuevo León,La Luz de Tebaida,4,6,5,0,4,0,1.25,8,0,190140065
Nuevo León,El Llano,5,1,1,1,1,0,0.85,4,0,190140066
Nuevo León,Madrugadores,1,11,7,0,7,3,1.56,7,0,190140067
Nuevo León,Los Medina,57,89,59,25,79,95,0.97,152,8,190140069
Nuevo León,Mesa de González,6,35,27,2,10,2,0.92,26,7,190140070
Nuevo León,Mesa del Traidor,19,72,53,20,17,5,1.43,61,6,190140072
Nuevo León,El Milagro,2,12,22,2,10,2,0.99,18,0,190140073
Nuevo León,El Mirador,1,2,2,1,0,0,0.88,2,1,190140076
Nuevo León,Nueva Rosita,5,4,3,0,0,1,1.14,1,4,190140078
Nuevo León,El Ojo de Agua,4,4,7,0,1,0,1.65,5,0,190140079
Nuevo León,Palma Gorda,21,89,98,5,8,1,1.51,68,14,190140080
Nuevo León,Panalillos,0,10,6,0,7,1,2,5,3,190140081
Nuevo León,Panales de Arriba,20,74,66,17,69,2,1.86,63,14,190140082
Nuevo León,El Pequeño,19,30,26,2,10,2,0.85,30,4,190140083
Nuevo León,El Pineño,9,11,7,1,4,0,1.1,13,2,190140085
Nuevo León,El Pocito,14,29,25,8,9,1,1.18,22,7,190140086
Nuevo León,Pompeya,20,41,24,9,21,0,1.65,39,2,190140087
Nuevo León,Presa de Guadalupe,7,10,12,1,3,2,0.86,16,0,190140088
Nuevo León,Presa de Maltos,101,85,34,19,94,3,1.2,125,9,190140089
Nuevo León,La Presa de Quintero,14,13,16,1,1,2,1.37,15,5,190140090
Nuevo León,Presa San Antonio,3,28,29,5,7,1,1.08,27,0,190140091
Nuevo León,Presa de San Carlos,66,51,32,12,30,0,1.6,61,3,190140092
Nuevo León,La Presita de Macías,4,6,15,1,7,0,1.31,8,2,190140093
Nuevo León,La Presita de Rueda,21,22,12,2,10,1,1,21,7,190140094
Nuevo León,Puerta de Aguilar,3,11,16,4,7,1,1.31,17,0,190140096
Nuevo León,Puerto de Dolores,23,28,29,7,34,10,1.19,48,2,190140097
Nuevo León,Puerto del Aire,75,87,54,20,67,7,1.32,107,3,190140099
Nuevo León,San José del Puerto,0,6,9,0,4,0,0.74,6,1,190140100
Nuevo León,Santa Teresa (Don Jesús),1,13,8,1,10,0,1.84,9,4,190140102
Nuevo León,Santa Teresa de San Juan (Rancho de Juana),1,2,3,0,2,0,1.57,2,1,190140103
Nuevo León,Rancho Largo,4,22,15,5,14,11,1.16,22,7,190140104
Nuevo León,La Reforma,1,11,8,1,5,5,1.03,10,0,190140105
Nuevo León,El Refugio de Apanico,2,10,10,2,2,1,1.45,12,0,190140106
Nuevo León,El Refugio de las Viejas,3,9,9,8,3,1,1.56,10,0,190140107
Nuevo León,El Refugio de Cedillo,33,55,22,8,19,2,0.89,49,9,190140108
Nuevo León,El Refugio y el Reparo,18,50,47,10,17,5,1.27,48,6,190140109
Nuevo León,El Represadero,15,18,21,4,17,4,0.97,27,3,190140110
Nuevo León,Rinconada de Martínez (San José de Rinconada),2,7,6,2,1,1,0.79,6,0,190140111
Nuevo León,El Rucio,11,58,16,10,21,2,1.03,39,2,190140112
Nuevo León,Los Saldaña (Santa Rita de los Saldaña),2,2,5,1,3,1,0.69,5,1,190140113
Nuevo León,San Agustín de Valdez,3,18,8,4,17,1,1.34,17,3,190140114
Nuevo León,San Antonio de Peña Nevada,72,77,44,25,65,8,1.28,87,10,190140117
Nuevo León,San Blas,3,8,3,1,11,0,1.48,7,0,190140119
Nuevo León,San Cayetano de Vacas,39,66,85,19,42,65,1.2,106,11,190140120
Nuevo León,San Diego,1,4,0,0,0,0,1.14,3,0,190140121
Nuevo León,San Felipe,2,0,5,0,2,1,1.29,2,2,190140122
Nuevo León,San Felipe,4,16,19,3,9,7,1.41,18,3,190140123
Nuevo León,San Francisco del Yugo,4,20,13,5,11,0,1.24,15,2,190140126
Nuevo León,San Francisco de Zúñiga,5,5,9,0,8,1,0.86,9,0,190140128
Nuevo León,San Gregorio,2,26,15,3,10,3,1.06,24,0,190140129
Nuevo León,San Ignacio de Torres,7,43,29,8,37,5,1.58,35,5,190140130
Nuevo León,San Isidro de Fernández,18,35,45,4,27,7,1.24,45,1,190140132
Nuevo León,San Joaquín,4,18,11,1,8,2,1.24,15,1,190140133
Nuevo León,San José de Flores,15,25,14,7,14,12,1.15,26,1,190140134
Nuevo León,San José del Palmar (El Pachón),5,13,10,1,14,3,1.12,14,1,190140135
Nuevo León,San José del Sitio,15,24,20,9,11,1,1.08,23,4,190140136
Nuevo León,San José y la Pinta,13,9,6,1,10,0,0.94,16,0,190140137
Nuevo León,San Juan de la Cruz,74,62,73,17,32,4,1.14,98,7,190140138
Nuevo León,San Juan del Palmar,57,85,50,16,61,4,0.99,99,5,190140139
Nuevo León,San Juanito,22,25,27,2,8,1,1.22,20,6,190140141
Nuevo León,San Mateo,3,6,3,0,1,1,0.86,6,1,190140142
Nuevo León,San Miguel de los Aguirre,11,20,5,0,7,2,0.93,17,1,190140143
Nuevo León,San Miguelito,3,14,8,1,8,0,0.66,17,0,190140144
Nuevo León,San Pablo de Rueda,17,48,21,10,22,8,1.14,36,11,190140145
Nuevo León,San Pedro de Nolasco,2,9,4,1,3,1,0.86,9,0,190140146
Nuevo León,San Pedro de González (San Pedro de Rueda),34,124,67,16,60,3,1.1,100,8,190140147
Nuevo León,San Rafael y la Cecilia,5,2,4,0,3,0,1.13,2,2,190140148
Nuevo León,San Ramón de los Martínez,48,146,82,27,76,8,0.84,152,9,190140150
Nuevo León,San Vicente de Rueda,11,10,25,3,3,0,1.31,15,4,190140151
Nuevo León,San Vicente de González,4,27,8,8,14,6,0.93,23,3,190140152
Nuevo León,San Vicente de la Puerta,22,41,27,7,25,3,1.07,43,4,190140153
Nuevo León,Santa Ana,32,66,44,9,69,37,0.95,99,2,190140154
Nuevo León,Santa Fe del Hueso (El Hueso),3,4,4,1,1,0,1.23,4,0,190140156
Nuevo León,Santa Gertrudis,5,67,65,3,20,6,1.11,53,4,190140157
Nuevo León,Santa Isabel,18,16,28,6,18,0,1.28,31,2,190140159
Nuevo León,Santa Lucía,15,31,10,5,19,3,1.12,24,6,190140160
Nuevo León,Santa Margarita,12,20,15,4,12,4,1.14,20,4,190140161
Nuevo León,Santa María,4,43,43,8,32,4,1.17,42,1,190140162
Nuevo León,Santa Mónica,3,1,1,0,0,0,0.63,2,1,190140163
Nuevo León,Santa Rita,52,86,63,29,76,13,1.69,75,10,190140164
Nuevo León,Santa Rosa,10,8,10,3,9,3,1.15,13,1,190140165
Nuevo León,Santa Teresa y San Jerónimo,11,20,21,3,15,0,1.04,24,0,190140166
Nuevo León,La Soledad de Ríos,2,2,4,0,3,0,1.89,0,3,190140167
Nuevo León,El Tajo,10,19,10,4,14,8,1,22,2,190140168
Nuevo León,Tanquecillos,10,29,31,9,14,4,1.31,33,1,190140169
Nuevo León,La Tapona de Camarillo,52,71,72,26,29,3,1.22,85,3,190140170
Nuevo León,La Tapona de Morales,3,4,2,0,3,0,0.7,5,1,190140171
Nuevo León,El Tecolote,20,62,38,12,18,22,1.05,61,4,190140172
Nuevo León,El Tepetate,2,10,9,2,3,2,1.18,9,0,190140174
Nuevo León,La Trinidad de Molina,1,3,0,0,2,1,1.29,2,1,190140176
Nuevo León,La Trinidad de Zúñiga,3,7,1,0,7,1,1.38,4,2,190140177
Nuevo León,La Unión y el Cardonal,27,119,86,16,59,13,1.04,108,11,190140178
Nuevo León,La Vallejeña,4,2,1,0,1,0,1.44,4,0,190140179
Nuevo León,Las Vírgenes,3,14,19,6,21,1,1.38,16,2,190140181
Nuevo León,La Yerba,66,155,118,48,88,24,1.31,171,8,190140182
Nuevo León,La Zorra,4,14,6,3,5,2,0.86,13,1,190140183
Nuevo León,Emiliano Zapata,4,8,3,1,7,1,1.45,9,0,190140186
Nuevo León,Vallecillos,7,14,13,0,6,0,1.16,14,0,190140194
Nuevo León,San Diego (San Diego de Vacas),6,15,11,3,9,3,1.31,17,1,190140196
Nuevo León,San Esteban,3,6,2,0,2,0,1,4,1,190140198
Nuevo León,San Felipe de Martínez,1,10,13,9,0,0,1.55,8,1,190140200
Nuevo León,El Salto,2,16,15,2,5,0,1.27,15,1,190140203
Nuevo León,El Desierto,0,4,4,1,8,2,1.71,3,2,190140205
Nuevo León,La Esperanza,2,4,17,0,6,0,1.78,6,0,190140207
Nuevo León,El Toro,0,4,6,0,3,1,1.25,6,0,190140208
Nuevo León,San Andrés,0,9,1,0,3,2,0.56,7,0,190140211
Nuevo León,La Taponcita,0,4,1,1,2,0,1.2,3,0,190140212
Nuevo León,El Venadito,0,5,1,1,4,0,1.36,3,2,190140213
Nuevo León,San Juan de la Reforma,4,5,4,0,1,0,2,2,1,190140214
Nuevo León,San Francisco,1,6,1,0,0,0,1.5,2,1,190140215
Nuevo León,Los Segovia,0,3,10,1,2,0,2.08,4,0,190140217
Nuevo León,San Antonio de Buenavista (Los Cochinitos),3,3,12,1,7,1,1.17,5,4,190140221
Nuevo León,Los Terrenos,3,22,16,4,18,2,1.42,19,2,190140226
Nuevo León,La Punta de la Loma,1,4,2,0,4,0,0.94,5,0,190140228
Nuevo León,El Puertecito,3,4,3,0,0,0,1.22,3,0,190140229
Nuevo León,San Rafael del Castillo,4,13,12,1,5,7,1.4,9,2,190140236
Nuevo León,La Mesa de Berrones,11,25,23,1,7,0,1.88,21,10,190140238
Nuevo León,El Tropezón,3,4,7,2,0,0,1.79,4,0,190140241
Nuevo León,San Juan,4,9,3,1,9,0,1.52,9,4,190140242
Nuevo León,El Chapulín,7,3,2,0,0,0,1.13,5,0,190140243
Nuevo León,El Fraile (El Coyote),4,2,0,0,3,0,1.17,4,0,190140244
Nuevo León,Guadalupito,0,2,2,0,2,0,1.5,3,0,190140264
Nuevo León,Taponcita de Camarillo,1,4,8,3,2,1,2.12,4,2,190140268
Nuevo León,Parada la Escondida,0,1,2,0,2,10,1.12,7,0,190140269
Nuevo León,Parada del Mirador,0,4,1,0,4,3,1.06,5,0,190140270
Nuevo León,San Isidrillo,3,10,9,4,3,1,1.05,14,0,190140273
Nuevo León,El Canelo (Los Jacales),3,7,0,1,2,3,1.37,4,3,190140285
Nuevo León,Parada Cruz de Elorza (Kilómetro Treinta Cruz de Elorza),1,3,3,1,0,2,2.38,3,1,190140296
Nuevo León,Parada la Baticolla (La Escondida),2,1,3,0,3,0,1.27,4,0,190140297
Nuevo León,Santa Ana,0,3,2,1,2,3,1.21,3,0,190140304
Nuevo León,La Tiradera,0,5,0,0,1,0,0.67,2,1,190140305
Nuevo León,Majada el Mirador,1,4,14,1,2,2,1.63,9,1,190140316
Nuevo León,Los Lara (Rancho Nuevo),2,10,3,1,4,0,1.76,9,0,190140360
Nuevo León,La Escondida,0,3,1,2,2,0,1.1,2,1,190140369
Nuevo León,La Laguna,3,6,5,3,9,9,1.3,14,1,190140375
Nuevo León,Parada Santa Rita,3,2,2,0,1,2,1.29,2,2,190140376
Nuevo León,El Jilguero,1,7,3,3,3,0,1.67,5,1,190140382
Nuevo León,Hermanos Zapata,1,2,3,0,3,0,0.82,4,0,190140392
Nuevo León,Pulgas,3,1,0,1,0,0,1.2,1,2,190140402
Nuevo León,Ninguno,0,0,4,0,1,2,1.55,3,0,190140404
Nuevo León,Majada de Rodríguez,2,5,3,1,5,4,1.67,0,4,190140417
Nuevo León,Tanque San Pedro,2,5,1,0,1,0,1,2,1,190140418
Nuevo León,Total del Municipio,78,422,322,61,245,135,0.85,527,6,190150000
Nuevo León,Doctor Coss,21,151,146,21,128,74,0.86,222,5,190150001
Nuevo León,Las Ánimas,0,5,2,2,1,0,0.69,5,0,190150006
Nuevo León,Araujo,0,7,2,0,1,0,1.36,3,0,190150007
Nuevo León,La Bandera,0,4,5,0,1,0,0.48,6,0,190150008
Nuevo León,El Brasil,3,34,18,13,14,13,0.9,35,0,190150010
Nuevo León,La Canela,0,8,8,0,5,1,1.11,8,0,190150013
Nuevo León,Cantú (Gachupines),24,40,37,10,28,12,0.87,62,1,190150014
Nuevo León,El Coyote,1,5,2,0,0,2,0.55,5,0,190150021
Nuevo León,Francisco I. Madero,9,40,32,2,33,16,0.74,58,0,190150027
Nuevo León,El Juguete,0,1,1,1,2,1,1.43,3,0,190150035
Nuevo León,La Lajilla,3,19,6,1,7,0,0.83,16,0,190150036
Nuevo León,El Palmito,1,9,17,3,2,3,0.85,13,0,190150043
Nuevo León,Reforma,4,5,2,0,1,0,0.78,5,0,190150053
Nuevo León,San Felipe,1,4,2,0,0,0,0.73,4,0,190150059
Nuevo León,Serafín,0,4,1,0,0,0,1.33,3,0,190150062
Nuevo León,El Zacate,2,3,0,0,0,0,0.63,3,0,190150070
Nuevo León,La Guinea,0,6,9,0,1,6,1.53,4,0,190150103
Nuevo León,Buena Vista,0,4,0,0,0,0,0.5,3,0,190150112
Nuevo León,Las Comitas,0,4,0,2,2,0,0.73,3,0,190150121
Nuevo León,Loma Ceniza,2,3,2,0,1,0,1,3,0,190150127
Nuevo León,La Jara,0,3,1,0,1,0,0.5,3,0,190150198
