NOM_ENT,NOM_LOC,P15.sesc,P15cpri.inc,P15cpri.com,P15csec.inc,P15csec.com,P18.c.post,VIV5_R,VIV6.complemento,VIV6,CVEGEO
Nuevo León,Salinillas,0,2,8,0,3,0,1.75,4,1,190220212
Nuevo León,San Antonio de la Joya,1,6,1,0,1,0,0.9,4,0,190220217
Nuevo León,San Joaquín,6,19,26,7,18,19,0.78,39,1,190220230
Nuevo León,San José de Belén,1,4,3,1,0,0,1.71,3,1,190220234
Nuevo León,San José de Belén,1,5,2,0,1,0,0.87,4,0,190220236
Nuevo León,San Juanito,2,4,1,0,0,4,0.85,5,0,190220240
Nuevo León,San Julián,1,15,13,1,25,4,1.02,23,0,190220244
Nuevo León,San Miguel,1,0,5,0,0,1,0.54,5,0,190220249
Nuevo León,San Pedro,9,54,67,12,71,34,0.74,107,1,190220255
Nuevo León,San Pedro de los Reyes,0,7,4,0,1,0,0.59,8,0,190220258
Nuevo León,San Rafael,5,8,13,0,9,2,0.85,17,2,190220259
Nuevo León,San Rafael de la Joya,7,11,5,1,0,0,1.18,10,0,190220262
Nuevo León,Santa Engracia,11,47,16,4,14,11,1.15,35,4,190220267
Nuevo León,Santa Engracia,2,15,5,1,8,0,0.65,11,3,190220268
Nuevo León,Santa Isabel,0,5,4,0,1,0,0.92,5,1,190220271
Nuevo León,Santa Ana Viejo,7,45,37,6,75,53,1.03,78,0,190220277
Nuevo León,Santa Rita,5,29,30,3,28,13,1.04,39,3,190220280
Nuevo León,El Toro,5,17,18,3,11,0,1.09,19,2,190220299
Nuevo León,Las Tórtolas,0,6,4,1,2,0,1.19,5,1,190220301
Nuevo León,Tronconal,1,7,9,2,13,7,0.84,14,1,190220303
Nuevo León,La Unión,8,47,44,11,60,40,0.83,90,1,190220304
Nuevo León,San Jorge,1,2,0,0,2,1,1,3,0,190220309
Nuevo León,Rancho Grande,0,3,0,2,1,0,0.6,3,0,190220310
Nuevo León,El Naranjo,0,17,6,3,4,2,1.04,16,1,190220332
Nuevo León,El Carmen,0,3,7,0,5,7,0.95,10,0,190220333
Nuevo León,Santa Anita de la Joya,0,1,3,0,2,0,1.14,3,0,190220365
Nuevo León,San Francisco (Los Arjona),1,4,3,0,0,0,0.92,4,0,190220369
Nuevo León,Los Mimbres,0,6,9,0,3,2,0.86,9,0,190220388
Nuevo León,Las Majadas,0,2,3,1,2,1,1.57,4,0,190220393
Nuevo León,Jesús María,0,4,1,0,2,1,2.17,3,0,190220408
Nuevo León,El Canelo,0,2,6,1,8,5,1.19,8,0,190220430
Nuevo León,Gómez Palacio,0,3,3,0,1,0,1,3,0,190220440
Nuevo León,Ramírez,0,1,1,0,5,0,0.83,3,0,190220445
Nuevo León,Nuevo San Juan de Vaquerías,27,150,1,52,3,19,1.32,98,5,190220496
Nuevo León,La Barreta de la Joya,0,6,5,0,0,4,1.18,6,0,190220507
Nuevo León,Rancho Bonito,0,3,2,0,0,0,0.75,3,0,190220533
Nuevo León,Las Anacuas,1,2,2,0,3,0,0.87,4,1,190220535
Nuevo León,El Mogollón,0,2,1,0,2,2,0.6,3,0,190220538
Nuevo León,San Pedro,0,6,6,1,3,2,1.13,7,0,190220539
Nuevo León,San Rafael,3,10,7,1,15,1,0.86,15,2,190220540
Nuevo León,San Pedro,2,4,4,1,5,1,1.26,7,0,190220561
Nuevo León,La Laguna,1,7,6,1,3,3,0.9,8,1,190220581
Nuevo León,Mata de Sandía,2,5,6,1,4,0,1.4,7,1,190220608
Nuevo León,Las Anacuas,0,4,3,0,6,5,1,9,0,190220609
Nuevo León,El Granjenal,1,7,0,0,4,1,0.5,7,0,190220610
Nuevo León,El Alto,0,3,2,0,2,0,2.4,2,1,190220627
Nuevo León,La Corona,4,22,4,3,6,3,0.89,16,2,190220665
Nuevo León,Camarillo,1,5,1,0,5,0,0.81,5,1,190220666
Nuevo León,San Joaquín,0,1,2,0,1,4,1.27,3,0,190220669
Nuevo León,Las Compuertas,1,16,9,4,12,9,0.99,17,1,190220676
Nuevo León,Santa Gertrudis,0,0,5,0,2,0,0.58,3,0,190220681
Nuevo León,San Gerardo,0,2,1,0,4,0,2,3,0,190220684
Nuevo León,San Ángel,1,5,3,1,3,1,1,4,0,190220699
Nuevo León,Del Maestro,0,4,2,1,4,27,0.6,15,0,190220700
Nuevo León,Pedregal de las Brisas,0,2,0,0,5,4,0.76,6,0,190220708
Nuevo León,El Dorado,0,4,3,1,5,4,0.96,7,0,190220713
Nuevo León,El Barranco,2,1,6,1,6,0,1.92,5,2,190220731
Nuevo León,Total del Municipio,61,284,191,56,141,227,0.78,430,2,190230000
Nuevo León,General Treviño,50,224,152,41,113,209,0.72,351,0,190230001
Nuevo León,San Javier,4,35,15,10,9,11,0.88,36,0,190230030
Nuevo León,Ventura Macías (La Curva),0,1,0,0,0,2,0.6,3,0,190230128
Nuevo León,Luis Donaldo Colosio,1,12,11,4,17,1,2.2,22,1,190230200
Nuevo León,Total del Municipio,294,1112,796,232,792,534,1.29,1169,252,190240000
Nuevo León,General Zaragoza,61,254,204,47,319,352,1.06,442,38,190240001
Nuevo León,El Ahuiche,1,7,1,0,0,0,0.67,3,2,190240005
Nuevo León,Las Avispas,1,2,3,1,5,0,1.69,4,1,190240007
Nuevo León,Casas Reales,1,8,0,0,1,0,1.46,0,4,190240009
Nuevo León,La Cieneguita,9,35,14,9,7,0,1.37,20,4,190240012
Nuevo León,Dulces Nombres (Santa Teresa),1,12,10,1,1,3,1.11,12,0,190240019
Nuevo León,La Encantada,7,23,41,12,26,6,1.66,39,9,190240020
Nuevo León,Joya de San Diego,10,51,31,6,16,6,1.31,31,13,190240026
Nuevo León,La Laguna,2,6,10,1,10,7,1.86,13,2,190240027
Nuevo León,La Lobera,1,3,2,2,6,0,1.06,5,0,190240029
Nuevo León,El Melón de Arriba,1,12,0,1,0,0,1.69,0,5,190240031
Nuevo León,El Muerto,2,27,8,4,2,0,2,12,3,190240033
Nuevo León,El Refugio,13,60,19,21,14,2,1.38,33,10,190240038
Nuevo León,El Rincón,4,15,4,0,1,2,1.58,0,6,190240040
Nuevo León,El Salitre,5,32,18,10,26,3,1.62,33,6,190240041
Nuevo León,Rincón del Salto,0,4,1,1,1,3,0.75,3,0,190240042
Nuevo León,San Francisco,9,56,38,5,30,17,1,53,6,190240043
Nuevo León,San Josecito,2,50,17,13,14,5,1.21,31,3,190240044
Nuevo León,Siberia,14,26,47,14,32,7,1.64,45,1,190240047
Nuevo León,Tepozanes,15,35,20,8,21,3,1.35,36,5,190240049
Nuevo León,Los Toros,6,4,4,0,3,0,1.13,1,3,190240057
Nuevo León,La Laguna (La Laguna Seca),0,1,4,1,3,1,1.36,3,2,190240066
Nuevo León,Tinajitas,0,2,3,0,2,0,2,3,1,190240073
Nuevo León,Potreritos,5,4,6,3,4,0,1.94,6,1,190240079
Nuevo León,Tinajas (Los Tanques),0,14,7,1,8,1,1.74,11,2,190240080
Nuevo León,El Pame,0,4,2,1,1,0,1.33,1,3,190240082
Nuevo León,Mal Paso,1,2,8,1,4,2,1.59,5,1,190240084
Nuevo León,Las Hiedras,1,1,1,2,6,0,1.5,5,0,190240085
Nuevo León,San Antonio,4,9,0,0,1,0,1.06,5,0,190240086
Nuevo León,Los Difuntos,2,6,4,1,3,1,1.17,7,1,190240087
Nuevo León,La Bajada del Carretón,5,8,6,0,7,3,1.56,11,2,190240092
Nuevo León,Yerbabuena,2,3,1,0,1,1,1.13,2,1,190240094
Nuevo León,La Sabanilla,0,4,1,0,1,1,0.89,5,0,190240096
Nuevo León,El Baral,1,12,8,1,12,3,1.3,15,0,190240097
Nuevo León,El Puertecito Baral,1,4,12,2,7,9,1.59,13,0,190240098
Nuevo León,La Lámina,2,4,3,1,5,1,0.74,6,1,190240099
Nuevo León,La Loma,0,2,6,0,0,0,2.43,2,2,190240106
Nuevo León,Loma Atravesada,0,13,3,0,1,0,2,5,1,190240109
Nuevo León,Los Chirriones,0,6,1,2,1,0,1.9,0,4,190240112
Nuevo León,El Rosillo,4,18,7,3,6,2,1.83,1,10,190240113
Nuevo León,Puerto del Aire,7,22,7,1,12,0,1.62,13,3,190240114
Nuevo León,Joya de San Lázaro,3,4,9,4,6,1,1.45,9,1,190240121
Nuevo León,Puerto Bajo,1,7,6,0,1,1,2.5,0,4,190240130
Nuevo León,San Isidro,7,1,2,0,1,0,0.85,0,3,190240133
Nuevo León,La Joya de Alardín,10,38,26,8,29,25,1.52,53,1,190240137
Nuevo León,Bajada del Mezquite,0,4,3,1,1,0,1.18,3,1,190240138
Nuevo León,Buena Vista,4,11,14,5,3,0,1.82,7,6,190240158
Nuevo León,Ojo de Agua,1,6,2,2,6,7,1,10,0,190240166
Nuevo León,El Puertecito Laguna,0,6,3,1,6,2,1.36,6,1,190240167
Nuevo León,Rancho de Enmedio,1,5,5,2,1,0,1.5,0,4,190240169
Nuevo León,Cuauhtémoc,2,6,13,0,0,0,2.07,3,3,190240179
Nuevo León,La Mesilla,1,5,8,0,6,3,2.36,1,7,190240190
Nuevo León,El Coronado,2,4,2,0,1,2,1.06,6,0,190240193
Nuevo León,El Potrero (La Nuca),0,3,3,1,3,0,1.4,2,1,190240195
Nuevo León,Zaragoza,3,2,1,2,2,1,1.88,3,0,190240197
Nuevo León,El Álamo (La Caseña y la Pajareña),1,0,2,0,1,4,0.67,4,0,190240199
Nuevo León,La Laguna y Joya de Alardín (El Llano),2,4,2,1,5,1,1.53,6,0,190240202
Nuevo León,San José del Río Blanco,7,33,26,7,29,24,1.65,44,5,190240203
Nuevo León,La Cañada,0,0,2,1,4,3,2.38,3,0,190240207
Nuevo León,Luis Donaldo Colosio,12,34,21,7,28,16,1.8,37,11,190240210
Nuevo León,La Barranca,0,3,1,0,5,0,1.78,2,2,190240213
Nuevo León,Las Cruces,2,0,1,2,4,0,2.29,3,0,190240216
Nuevo León,Camino al Salto,0,0,3,0,2,0,1.13,2,1,190240217
Nuevo León,Total del Municipio,661,2011,4784,2060,15207,8629,1.15,14422,145,190250000
Nuevo León,General Zuazua,326,810,1522,347,2345,1135,1.18,2583,29,190250001
Nuevo León,La Gloria Dos,1,6,2,1,1,0,2.29,3,0,190250011
Nuevo León,Cerralvo Dos (La Carrera),1,1,0,1,3,1,2,3,0,190250067
Nuevo León,El Rodeo,0,2,2,0,2,0,2,3,0,190250100
Nuevo León,Paseos del Roble,7,30,61,17,252,147,1.42,239,3,190250134
Nuevo León,HM [Granja],0,2,3,0,9,1,3.43,6,0,190250177
Nuevo León,Lilego,0,4,3,0,2,0,1.89,4,0,190250181
Nuevo León,Silvia María,0,3,7,1,4,0,2.47,8,0,190250193
Nuevo León,La Gloria (La Palma),0,1,2,0,2,1,1.57,3,0,190250221
Nuevo León,Santa Teresita,0,3,4,1,3,1,2,5,0,190250224
Nuevo León,Marlan,0,4,5,1,8,0,0.82,8,0,190250235
Nuevo León,El Mohíno,2,4,2,0,1,2,2.29,4,0,190250244
Nuevo León,El Mezquite,0,6,9,0,5,2,1.26,7,1,190250257
Nuevo León,Rubén Platas,0,4,2,1,6,0,2.13,4,0,190250281
Nuevo León,El Mirador de Ciénega de Flores,0,5,3,3,5,7,0.64,11,0,190250282
Nuevo León,Portal del Norte,1,0,7,1,9,93,0.69,38,0,190250283
Nuevo León,Fraccionamiento Real Palmas,249,877,2494,1435,10013,5363,1.21,8954,70,190250284
Nuevo León,Los Guajardo,1,1,3,1,0,0,1.86,3,0,190250287
Nuevo León,Primero de Marzo,0,2,0,0,2,1,1.67,3,0,190250291
Nuevo León,Villas de Alcalá,31,129,373,165,1409,1062,0.95,1437,14,190250293
Nuevo León,Hacienda San Pedro,16,72,224,74,1080,796,0.95,1032,3,190250294
Nuevo León,Poblado Comunal Zuazua,2,8,13,3,20,5,2.85,0,24,190250296
Nuevo León,Total del Municipio,13632,34984,59590,20529,122922,221908,0.88,164234,2385,190260000
Nuevo León,Guadalupe,13574,34828,59269,20366,121856,221093,0.88,163173,2290,190260001
Nuevo León,Las Escobas,27,100,273,140,1011,730,1.18,1007,17,190260057
Nuevo León,Bello Amanecer,0,0,1,0,6,80,0.64,41,0,190260134
Nuevo León,El Ranchito Número Uno,14,34,31,13,21,3,1.61,1,55,190260175
Nuevo León,Los Sitios (Las Marraneras),13,17,11,9,16,2,1.89,7,21,190260177
Nuevo León,Total del Municipio,99,471,329,76,400,182,0.75,706,6,190270000
Nuevo León,Los Herreras,72,314,258,57,333,152,0.75,533,3,190270001
Nuevo León,Barretosa,6,10,9,1,1,2,0.8,16,0,190270002
Nuevo León,Hacienda de Guadalupe (Guadalupe),3,5,3,1,5,0,0.72,9,0,190270007
Nuevo León,La Laja (San José de la Laja),5,25,5,3,10,6,0.69,23,0,190270009
Nuevo León,San Agustín,7,46,7,2,18,7,0.76,37,0,190270014
Nuevo León,San Vicente,4,54,42,10,29,13,0.7,74,0,190270017
Nuevo León,Los Herreras (Teresa Cortez),0,3,2,0,1,0,1.13,2,1,190270238
Nuevo León,Total del Municipio,73,173,270,62,285,238,1.17,432,14,190280000
Nuevo León,Higueras,64,150,239,56,269,234,1.16,387,13,190280001
Nuevo León,Higueras,0,4,8,2,2,1,1.86,8,0,190280045
Nuevo León,El Puerto,2,1,3,0,0,0,1.43,3,0,190280047
Nuevo León,Total del Municipio,190,1013,945,219,1209,1234,0.93,1927,50,190290000
Nuevo León,Hualahuises,142,716,758,178,1006,1111,0.91,1585,13,190290001
Nuevo León,Buena Vista,4,11,6,1,13,2,1.21,14,1,190290012
Nuevo León,Camarillo,0,2,2,1,1,2,1.13,3,0,190290014
Nuevo León,El Cangrejo,0,7,2,3,4,0,1.2,6,1,190290017
Nuevo León,Carrizos,0,12,6,1,2,1,0.8,9,2,190290019
Nuevo León,La Cruz,2,21,8,0,18,1,1.25,17,2,190290026
Nuevo León,La Laja,17,51,46,7,33,41,0.96,81,9,190290044
Nuevo León,Magüiras,7,43,23,6,24,10,1.18,41,5,190290047
Nuevo León,Paso de Lajas (La Laja),2,26,16,2,18,4,1.14,27,8,190290057
Nuevo León,El Pinto,2,24,21,5,33,13,1.04,37,0,190290060
Nuevo León,La Purísima,2,11,1,1,7,5,1.06,12,0,190290065
Nuevo León,Las Raíces de Arriba,0,1,3,0,1,0,0.83,3,0,190290067
Nuevo León,San José de los Álamos,0,6,6,0,5,0,0.94,5,0,190290080
Nuevo León,El Troncón,1,12,2,3,0,3,1.43,7,1,190290090
Nuevo León,La Querencia,0,1,0,1,1,2,0.75,3,0,190290109
Nuevo León,La Luz de la Parrita,0,5,1,0,0,1,0.57,2,2,190290121
Nuevo León,Mojonera (Magüiras),0,5,10,0,8,3,1.17,10,0,190290173
Nuevo León,Cinco Señores (Los Ángeles),3,24,10,4,18,12,1.59,25,1,190290191
Nuevo León,Total del Municipio,182,667,490,71,662,368,1.19,877,70,190300000
Nuevo León,Iturbide,85,249,186,45,433,300,1.08,491,15,190300001
Nuevo León,Benito Juárez (Las Adjuntas),9,12,8,1,11,6,1.84,10,5,190300008
Nuevo León,La Boquilla,0,12,8,0,0,1,1.04,5,3,190300009
Nuevo León,Buena Vista,1,24,34,2,3,0,1.35,23,1,190300011
Nuevo León,Camarones,7,35,16,0,12,2,1.03,29,2,190300012
Nuevo León,La Colorada,12,11,6,1,21,10,0.99,25,0,190300014
Nuevo León,Cuevas,3,29,11,2,13,6,1.44,23,3,190300016
Nuevo León,Las Delicias,0,3,11,2,13,0,1.93,9,0,190300019
Nuevo León,Jazmínes,1,4,0,0,3,0,0.67,4,1,190300023
Nuevo León,Santa Rosa (Laguna de Santa Rosa),7,12,2,2,7,2,0.85,12,1,190300024
Nuevo León,Lampazos,0,5,9,0,11,0,1.54,9,1,190300025
Nuevo León,La Luz,2,12,6,1,3,2,1.29,10,0,190300026
Nuevo León,El Madroño,5,33,39,0,11,1,1.11,39,0,190300027
Nuevo León,Marrubial,2,5,4,0,0,0,1,4,0,190300029
Nuevo León,Los Pinos,0,4,2,2,4,0,1.5,4,0,190300035
Nuevo León,La Providencia,1,2,4,0,0,0,1.71,3,0,190300037
Nuevo León,La Purísima,5,39,13,1,27,16,1.49,30,5,190300042
Nuevo León,San Antonio de Peñitas,5,22,36,1,21,4,1.73,30,4,190300044
Nuevo León,San Francisco de las Adjuntas,2,9,9,0,1,0,1.2,4,4,190300045
Nuevo León,Santa Inés,4,11,16,0,8,2,1.39,18,0,190300048
Nuevo León,El Saucillo,3,10,16,2,4,0,1.76,11,3,190300050
Nuevo León,El Saucito,1,4,1,0,5,0,1.58,4,0,190300051
Nuevo León,La Tijera,0,4,3,0,2,0,2.56,1,2,190300056
Nuevo León,San Antonio,4,12,11,2,14,0,1.97,11,3,190300062
Nuevo León,Agua de Enmedio,5,8,3,2,0,0,1,7,0,190300066
Nuevo León,San José,0,3,5,0,2,0,1.67,3,1,190300067
Nuevo León,La Mentira (Las Anacuas),0,19,5,0,11,5,1.45,11,5,190300068
Nuevo León,La Noria,1,6,0,0,0,0,0.88,3,0,190300077
Nuevo León,La Cieneguita,0,5,2,0,0,0,0.78,2,1,190300082
Nuevo León,La Luz (El Puerto),0,6,1,0,2,0,1.86,3,0,190300085
Nuevo León,Altamira,4,8,3,0,0,0,1.29,1,3,190300086
Nuevo León,Iturbide (Alejandría),0,3,4,0,4,2,1.11,6,0,190300089
Nuevo León,Mario Carreón Rodríguez,0,1,1,1,5,1,1.4,4,0,190300101
Nuevo León,Total del Municipio,3656,10607,22184,10782,62820,46358,1.11,62973,1608,190310000
Nuevo León,Ciudad Benito Juárez,1597,5067,11801,6229,38504,29430,1.08,38373,472,190310001
Nuevo León,San Francisco (El Avispero),1,1,1,0,2,1,0.46,4,0,190310010
Nuevo León,La Boca de San Roque (Charco Azul),0,4,2,0,0,0,1.33,1,3,190310012
Nuevo León,Carricitos,1,9,5,3,10,4,1.28,14,0,190310019
Nuevo León,La Ciénega (La Cieneguita),2,10,24,3,7,2,1.02,23,0,190310020
Nuevo León,La Ciudadela,4,24,17,2,16,9,1.35,28,0,190310021
Nuevo León,Centro Habitacional Burócratas de Guadalupe,9,33,76,31,147,99,1.24,148,8,190310028
Nuevo León,Las Espinas,0,1,1,0,4,1,0.8,3,0,190310034
Nuevo León,Fresnillo,2,13,21,2,17,8,1.23,23,2,190310037
Nuevo León,Jardines de la Silla (Jardines),888,2164,4441,1918,12139,11224,1.07,12969,366,190310045
Nuevo León,La Lobita,3,14,15,1,9,7,1.09,19,0,190310046
Nuevo León,Loma del Estribo,1,1,2,0,2,0,1.14,3,0,190310047
Nuevo León,Las Margaritas,0,1,4,2,2,0,2.29,4,0,190310049
Nuevo León,San Antonio,66,214,297,203,485,216,1.24,560,18,190310069
Nuevo León,San José,13,59,74,17,87,23,1.4,85,11,190310071
Nuevo León,San Marcos,0,8,2,0,1,5,0.9,8,0,190310072
Nuevo León,San Mateo,7,31,34,4,29,23,1.13,54,2,190310073
Nuevo León,San Pedro (Don Pedro),1,2,5,2,3,1,1.91,6,1,190310075
Nuevo León,San Roque,5,39,50,8,43,15,1.1,61,6,190310077
Nuevo León,Bosques de la Silla (Santa Ana de Abajo),15,50,54,13,53,34,1.44,89,1,190310079
Nuevo León,Santa Ana de Arriba,3,24,33,0,26,8,1.05,32,6,190310080
Nuevo León,Los Salinas,1,2,4,1,4,0,4.17,3,0,190310094
Nuevo León,Zirándaro,1,6,4,1,6,3,0.73,8,1,190310097
Nuevo León,Calderón,1,22,26,13,32,21,1.15,34,1,190310101
Nuevo León,La Paz (Camino a la Paz),1,3,0,0,1,2,0.62,5,0,190310132
Nuevo León,Los Remates (Fracción el Tule),1,6,7,1,0,0,1.11,6,1,190310135
Nuevo León,Nido,0,2,2,1,0,2,1.67,4,0,190310145
Nuevo León,La Escondida,1,1,2,1,4,0,0.82,3,0,190310151
Nuevo León,Valle del Encino,1,0,2,0,1,0,0.8,2,1,190310159
Nuevo León,Montebello,8,32,66,24,64,37,1.71,38,67,190310178
Nuevo León,Casa Blanca,1,5,1,0,3,0,2.57,5,0,190310197
Nuevo León,Bosques de San Pedro,39,131,224,114,451,161,1.29,410,21,190310210
Nuevo León,Héctor Caballero,202,472,803,310,1370,542,1.29,1205,133,190310224
Nuevo León,Los Huertos,1,7,4,1,5,7,1.54,9,1,190310225
Nuevo León,Ismael Flores,25,51,72,33,108,29,1.13,110,12,190310227
Nuevo León,San José,3,4,5,3,7,1,1.12,11,1,190310244
Nuevo León,Valle de Juárez,32,87,164,77,260,123,1.23,227,5,190310249
Nuevo León,Carricitos,13,23,25,2,29,8,1.12,37,5,190310257
Nuevo León,La Barranca,3,2,2,0,4,0,1,2,2,190310265
Nuevo León,La Granada,0,6,7,1,13,1,1.25,10,2,190310267
Nuevo León,El Ebanito,1,6,0,0,0,0,0.7,1,3,190310307
Nuevo León,Los Naranjos,2,1,6,0,10,1,1.26,6,1,190310310
Nuevo León,Monte Kristal,92,246,581,189,1396,751,1.23,1250,102,190310311
Nuevo León,La Maestranza,8,14,15,5,34,19,1.13,32,3,190310312
Nuevo León,Arboledas de San Roque,520,1486,2768,1387,6239,2975,1.27,5932,293,190310313
Nuevo León,Bajío de San Marcos,0,4,1,1,1,1,0.57,5,0,190310318
Nuevo León,Dieciséis de Septiembre,28,51,105,37,161,38,1.55,144,31,190310319
Nuevo León,Camino a San Marcos,2,3,1,1,3,0,2.29,4,0,190310321
Nuevo León,Doce de Octubre,7,30,36,14,77,24,1.48,69,6,190310325
Nuevo León,Campestre el Sauz,0,2,7,0,1,2,2,6,0,190310331
Nuevo León,Mirador de la Montaña,6,22,32,31,63,18,1.26,66,6,190310335
Nuevo León,Colinas del Río,2,1,3,0,0,0,2.33,0,3,190310347
Nuevo León,Valle de Vaquerías,19,67,194,69,795,439,1.19,705,6,190310348
Nuevo León,Camino al Charco Azul,0,0,0,0,3,2,0.8,3,0,190310350
Nuevo León,Camino al Lindero,1,1,2,1,2,1,1.22,5,0,190310351
Nuevo León,Mary,2,2,4,2,8,1,1.43,7,0,190310355
Nuevo León,Ampliación Calderón,3,4,0,0,1,0,3.67,1,1,190310359
Nuevo León,Los Rehiletes,1,3,7,8,44,19,0.87,37,0,190310360
Nuevo León,Total del Municipio,201,737,938,190,858,679,0.91,1499,34,190320000
Nuevo León,Lampazos de Naranjo,173,665,845,184,824,672,0.9,1405,22,190320001
Nuevo León,Golondrinas [Estación],2,1,8,0,1,0,1.12,5,0,190320016
Nuevo León,Horcones,4,28,21,2,6,0,0.8,24,5,190320018
Nuevo León,La Playa,0,1,2,0,2,0,0.71,3,0,190320041
Nuevo León,Las Presas,6,13,17,1,6,3,1.22,14,4,190320043
Nuevo León,Ranas,3,6,16,1,11,0,1.46,11,2,190320046
Nuevo León,Santa Elena,1,5,7,0,1,0,1.55,5,0,190320065
Nuevo León,Paquita [Granja],3,2,2,1,1,0,1.11,3,0,190320170
Nuevo León,Total del Municipio,1645,9660,10487,2955,12989,15800,1.01,19882,861,190330000
Nuevo León,Linares,1095,5935,7574,2401,10568,14938,0.97,16137,335,190330001
Nuevo León,El Alamillo,0,6,3,0,2,2,1.13,5,1,190330007
Nuevo León,Los Álamos,7,40,23,5,16,0,1.22,32,7,190330008
Nuevo León,Los Álamos,3,19,6,1,9,1,1.26,15,5,190330010
Nuevo León,Altas Palmas,0,6,3,0,3,1,1.5,5,0,190330015
Nuevo León,Alta Vista,0,1,2,1,6,1,1.5,3,0,190330016
Nuevo León,El Avileño,0,7,1,1,2,0,1,4,1,190330028
Nuevo León,Las Barretas,2,40,14,7,16,2,1.55,25,1,190330032
Nuevo León,Nogalillos (Belisario Domínguez),1,11,7,0,3,0,1.19,5,2,190330035
Nuevo León,Benítez,1,30,28,6,16,3,1.4,29,4,190330036
Nuevo León,El Salitre (Berlanga García),3,26,18,2,24,4,1.1,27,2,190330037
Nuevo León,El Brasil,4,39,32,8,28,4,1.37,44,3,190330041
Nuevo León,Buena Vista,4,22,7,1,7,0,1.1,13,3,190330044
Nuevo León,Caja Pinta,20,79,48,8,57,23,0.93,92,4,190330048
Nuevo León,El Canelo,3,15,6,2,6,2,1.51,12,0,190330051
Nuevo León,El Capricho,0,3,0,1,2,2,1.33,3,0,190330055
Nuevo León,El Caracol,5,22,16,3,5,5,0.99,22,1,190330056
Nuevo León,El Carmen de los Elizondo,8,39,24,5,31,3,1.37,33,4,190330058
Nuevo León,La Carrera,0,3,1,0,2,0,1.2,1,2,190330060
Nuevo León,Pontezuelas,1,13,11,0,5,3,0.81,9,2,190330064
Nuevo León,El Cascajoso,3,26,26,3,17,6,1.18,32,1,190330067
Nuevo León,La Cebadilla (Las Delicias),5,27,17,2,14,2,0.98,27,3,190330069
Nuevo León,Cerro Prieto,1,21,12,4,14,4,1.33,17,5,190330074
Nuevo León,Ciénega de Juan Pérez,3,26,1,0,11,2,1.37,15,4,190330077
Nuevo León,Cinco de Mayo,0,7,1,3,1,0,1.07,5,0,190330078
Nuevo León,El Kilómetro Nueve (Colonia Unión),3,4,2,1,2,0,1.78,3,0,190330083
Nuevo León,La Concepción (San Antonio),2,3,0,0,1,0,1,3,1,190330084
Nuevo León,La Concha,1,2,2,0,1,1,1.11,4,0,190330086
Nuevo León,El Consuelo,0,4,8,2,9,1,1.41,9,1,190330092
Nuevo León,El Consuelo,1,8,3,0,8,3,1.04,10,1,190330093
Nuevo León,Los Hoyos (La Rosita),1,25,5,2,1,2,0.84,16,0,190330097
Nuevo León,Las Crucitas,5,27,31,7,22,10,1.23,32,4,190330098
Nuevo León,La Cruz,1,5,0,1,2,0,0.9,3,0,190330099
Nuevo León,Cuauhtémoc (La Ceja),2,16,7,1,7,0,0.95,14,0,190330102
Nuevo León,El Chocolate,0,8,1,1,7,0,0.96,9,0,190330110
Nuevo León,Las Delicias,0,10,3,1,2,0,0.8,5,2,190330113
Nuevo León,El Diez,18,92,58,7,39,10,1.37,81,8,190330118
Nuevo León,Dolores de San Julián,3,62,24,6,26,3,1.1,50,1,190330123
Nuevo León,Emiliano Zapata,6,53,88,22,70,35,1.24,85,9,190330130
Nuevo León,La Escondida (El Ranchito),30,127,197,37,124,57,1.28,198,11,190330133
Nuevo León,La Estrella,5,6,4,0,4,2,1.31,6,1,190330142
Nuevo León,La Florida,1,5,6,0,2,0,1,4,2,190330147
Nuevo León,La Florida,2,6,3,0,10,1,1.16,6,0,190330148
Nuevo León,El Fresno,5,53,40,5,49,21,1.22,63,7,190330152
Nuevo León,El Gallo,0,10,8,2,2,0,1.32,2,5,190330154
Nuevo León,Gatos Güeros,17,119,50,10,43,7,1.57,89,9,190330158
Nuevo León,La Gorgonia,2,10,7,3,7,2,1.21,14,1,190330165
Nuevo León,La Granja,3,10,4,0,1,0,1,5,6,190330167
Nuevo León,Guadalupe (La Hacienda de Guadalupe),23,211,303,49,214,137,1.2,336,14,190330169
Nuevo León,Guadalupe,1,9,6,1,3,5,1.04,7,0,190330172
Nuevo León,Guadalupe Victoria,1,16,8,2,5,1,1.14,12,2,190330173
Nuevo León,El Guajolote,2,47,38,3,28,5,1.18,39,8,190330175
Nuevo León,El Guayacán,1,15,11,3,3,0,1.6,5,8,190330176
Nuevo León,Los Hoyos (San José de los Hoyos),1,14,6,1,0,1,1.35,3,6,190330177
Nuevo León,Jerusalén,0,4,2,0,6,3,1.15,4,0,190330183
Nuevo León,Jesús María,1,15,4,0,5,1,1.13,9,3,190330184
Nuevo León,Jesús María del Puerto,4,42,22,3,17,9,1.22,27,10,190330185
Nuevo León,La Lajilla (Ampliación los Hoyos),2,24,11,5,14,2,1.29,20,4,190330186
Nuevo León,Río Verde (Lampazos),31,180,221,51,195,57,1.37,236,27,190330187
Nuevo León,Los Leones,0,27,10,3,12,3,1.04,20,2,190330191
Nuevo León,Los Lirios,2,5,4,1,2,5,0.91,6,0,190330193
